,世代,時間,出力数,前世代までの合計
0,2nd, 14 seconds,1,0
1,4th, 39 seconds,1,1
2,6th, 1 minutes 3 seconds,1,2
3,8th, 1 minutes 20 seconds,1,3
4,11th, 1 minutes 54 seconds,2,4
5,16th, 2 minutes 57 seconds,1,6
6,17th, 3 minutes 11 seconds,1,7
7,18th, 3 minutes 26 seconds,1,8
8,20th, 3 minutes 56 seconds,2,9
9,21st, 4 minutes 13 seconds,1,11
10,23rd, 4 minutes 40 seconds,1,12
11,24th, 4 minutes 58 seconds,2,13
12,25th, 5 minutes 14 seconds,1,15
13,27th, 5 minutes 40 seconds,1,16
14,28th, 5 minutes 58 seconds,1,17
15,29th, 6 minutes 16 seconds,1,18
16,30th, 6 minutes 31 seconds,1,19
17,34th, 7 minutes 28 seconds,1,20
18,37th, 8 minutes 17 seconds,1,21
19,42nd, 9 minutes 58 seconds,1,22
20,50th, 12 minutes 15 seconds,1,23
21,52nd, 12 minutes 55 seconds,2,24
22,53rd, 13 minutes 14 seconds,2,26
23,62nd, 15 minutes 34 seconds,1,28
24,68th, 16 minutes 57 seconds,1,29
25,80th, 19 minutes 17 seconds,1,30
26,89th, 21 minutes 38 seconds,1,31
27,90th, 21 minutes 48 seconds,1,32
28,92nd, 22 minutes 13 seconds,1,33
29,94th, 22 minutes 38 seconds,1,34
30,98th, 23 minutes 34 seconds,1,35
31,99th, 23 minutes 47 seconds,3,36
32,100th, 24 minutes 2 seconds,1,39
33,101st, 24 minutes 17 seconds,1,40
34,105th, 25 minutes 14 seconds,1,41
35,108th, 25 minutes 55 seconds,1,42
36,110th, 26 minutes 23 seconds,2,43
37,112th, 26 minutes 51 seconds,1,45
38,113th, 27 minutes 5 seconds,1,46
39,114th, 27 minutes 14 seconds,1,47
40,119th, 28 minutes 27 seconds,1,48
41,122nd, 29 minutes 11 seconds,1,49
42,131st, 31 minutes 32 seconds,1,50
43,136th, 32 minutes 44 seconds,1,51
44,137th, 33 minutes 2 seconds,1,52
45,149th, 35 minutes 44 seconds,1,53
46,150th, 35 minutes 56 seconds,1,54
47,151st, 36 minutes 9 seconds,1,55
48,152nd, 36 minutes 24 seconds,1,56
49,155th, 37 minutes 5 seconds,1,57
50,160th, 38 minutes 11 seconds,1,58
51,163rd, 38 minutes 54 seconds,1,59
52,164th, 39 minutes 6 seconds,1,60
53,165th, 39 minutes 20 seconds,1,61
54,169th, 40 minutes 17 seconds,1,62
55,176th, 41 minutes 50 seconds,1,63
56,177th, 42 minutes 3 seconds,2,64
57,180th, 42 minutes 40 seconds,3,66
58,182nd, 43 minutes 4 seconds,1,69
59,200th, 47 minutes 27 seconds,1,70
60,201st, 47 minutes 41 seconds,1,71
61,204th, 48 minutes 24 seconds,1,72
62,205th, 48 minutes 40 seconds,1,73
63,208th, 49 minutes 19 seconds,1,74
64,213th, 50 minutes 26 seconds,1,75
65,219th, 51 minutes 48 seconds,1,76
66,221st, 52 minutes 14 seconds,1,77
67,224th, 52 minutes 54 seconds,1,78
68,228th, 53 minutes 50 seconds,1,79
69,231st, 54 minutes 31 seconds,2,80
70,237th, 55 minutes 56 seconds,2,82
71,241st, 56 minutes 58 seconds,1,84
72,244th, 57 minutes 40 seconds,1,85
73,246th, 58 minutes 6 seconds,1,86
74,260th, 1 hours 1 minutes 28 seconds,1,87
75,264th, 1 hours 2 minutes 32 seconds,2,88
76,270th, 1 hours 4 minutes 0 seconds,2,90
77,272nd, 1 hours 4 minutes 37 seconds,3,92
78,273rd, 1 hours 4 minutes 56 seconds,1,95
79,278th, 1 hours 6 minutes 32 seconds,1,96
80,284th, 1 hours 8 minutes 21 seconds,2,97
81,285th, 1 hours 8 minutes 33 seconds,1,99
