,世代,時間,出力数,前世代までの合計
0,5th, 1 minutes 2 seconds,3,0
1,7th, 1 minutes 37 seconds,2,3
2,10th, 2 minutes 17 seconds,1,5
3,11th, 2 minutes 31 seconds,1,6
4,12th, 2 minutes 48 seconds,1,7
5,13th, 3 minutes 3 seconds,2,8
6,14th, 3 minutes 17 seconds,1,10
7,16th, 3 minutes 48 seconds,2,11
8,17th, 4 minutes 5 seconds,1,13
9,18th, 4 minutes 26 seconds,1,14
10,21st, 5 minutes 34 seconds,3,15
11,23rd, 6 minutes 11 seconds,2,18
12,24th, 6 minutes 34 seconds,1,20
13,25th, 7 minutes 5 seconds,1,21
14,27th, 8 minutes 0 seconds,3,22
15,29th, 8 minutes 46 seconds,2,25
16,31st, 9 minutes 33 seconds,1,27
17,34th, 10 minutes 36 seconds,1,28
18,35th, 10 minutes 53 seconds,1,29
19,36th, 11 minutes 24 seconds,3,30
20,37th, 11 minutes 48 seconds,2,33
21,40th, 12 minutes 41 seconds,2,35
22,42nd, 13 minutes 19 seconds,1,37
23,46th, 14 minutes 42 seconds,1,38
24,50th, 16 minutes 2 seconds,3,39
25,51st, 16 minutes 24 seconds,1,42
26,52nd, 16 minutes 39 seconds,1,43
27,54th, 17 minutes 18 seconds,1,44
28,55th, 17 minutes 40 seconds,1,45
29,56th, 18 minutes 1 seconds,2,46
30,57th, 18 minutes 20 seconds,1,48
31,59th, 18 minutes 55 seconds,1,49
32,60th, 19 minutes 12 seconds,1,50
33,61st, 19 minutes 29 seconds,1,51
34,66th, 21 minutes 1 seconds,1,52
35,68th, 21 minutes 38 seconds,1,53
36,70th, 22 minutes 10 seconds,1,54
37,71st, 22 minutes 21 seconds,1,55
38,74th, 23 minutes 13 seconds,1,56
39,75th, 23 minutes 32 seconds,2,57
40,80th, 24 minutes 55 seconds,1,59
41,84th, 25 minutes 45 seconds,1,60
42,85th, 25 minutes 58 seconds,1,61
43,86th, 26 minutes 11 seconds,1,62
44,87th, 26 minutes 26 seconds,2,63
45,90th, 27 minutes 4 seconds,2,65
46,91st, 27 minutes 15 seconds,1,67
47,92nd, 27 minutes 27 seconds,1,68
48,117th, 32 minutes 30 seconds,1,69
49,120th, 33 minutes 1 seconds,1,70
50,124th, 33 minutes 47 seconds,1,71
51,125th, 33 minutes 59 seconds,2,72
52,126th, 34 minutes 11 seconds,2,74
53,132nd, 35 minutes 15 seconds,1,76
54,146th, 37 minutes 40 seconds,1,77
55,154th, 39 minutes 14 seconds,1,78
56,157th, 39 minutes 49 seconds,2,79
57,164th, 40 minutes 57 seconds,1,81
58,173rd, 42 minutes 32 seconds,1,82
59,175th, 43 minutes 8 seconds,1,83
60,178th, 43 minutes 38 seconds,1,84
61,179th, 43 minutes 52 seconds,1,85
62,180th, 44 minutes 3 seconds,1,86
63,181st, 44 minutes 15 seconds,1,87
64,185th, 45 minutes 3 seconds,1,88
65,190th, 46 minutes 2 seconds,1,89
66,192nd, 46 minutes 25 seconds,2,90
67,193rd, 46 minutes 37 seconds,2,92
68,196th, 47 minutes 21 seconds,1,94
69,200th, 48 minutes 7 seconds,1,95
70,203rd, 48 minutes 38 seconds,1,96
71,204th, 48 minutes 48 seconds,1,97
72,207th, 49 minutes 20 seconds,2,98
