,世代,時間,出力数,前世代までの合計
0,2nd, 16 seconds,1,0
1,3rd, 26 seconds,1,1
2,7th, 1 minutes 11 seconds,1,2
3,9th, 1 minutes 28 seconds,2,3
4,23rd, 4 minutes 20 seconds,1,5
5,28th, 5 minutes 39 seconds,1,6
6,33rd, 6 minutes 50 seconds,1,7
7,36th, 8 minutes 0 seconds,1,8
8,43rd, 10 minutes 34 seconds,1,9
9,44th, 10 minutes 59 seconds,1,10
10,47th, 12 minutes 28 seconds,1,11
11,48th, 13 minutes 5 seconds,1,12
12,49th, 13 minutes 32 seconds,2,13
13,50th, 14 minutes 3 seconds,1,15
14,53rd, 15 minutes 6 seconds,2,16
15,57th, 16 minutes 35 seconds,1,18
16,65th, 19 minutes 23 seconds,1,19
17,68th, 20 minutes 27 seconds,1,20
18,69th, 20 minutes 50 seconds,1,21
19,70th, 21 minutes 14 seconds,2,22
20,72nd, 22 minutes 16 seconds,3,24
21,76th, 23 minutes 45 seconds,3,27
22,84th, 26 minutes 22 seconds,1,30
23,86th, 26 minutes 59 seconds,1,31
24,89th, 28 minutes 6 seconds,2,32
25,90th, 28 minutes 30 seconds,1,34
26,93rd, 29 minutes 33 seconds,1,35
27,95th, 30 minutes 16 seconds,1,36
28,98th, 31 minutes 13 seconds,1,37
29,100th, 31 minutes 55 seconds,2,38
30,103rd, 32 minutes 56 seconds,1,40
31,104th, 33 minutes 17 seconds,1,41
32,105th, 33 minutes 35 seconds,1,42
33,106th, 33 minutes 54 seconds,2,43
34,107th, 34 minutes 6 seconds,1,45
35,111th, 34 minutes 56 seconds,1,46
36,112th, 35 minutes 14 seconds,1,47
37,113th, 35 minutes 29 seconds,1,48
38,116th, 36 minutes 5 seconds,1,49
39,117th, 36 minutes 21 seconds,3,50
40,118th, 36 minutes 33 seconds,2,53
41,123rd, 37 minutes 32 seconds,1,55
42,124th, 37 minutes 42 seconds,1,56
43,126th, 38 minutes 5 seconds,1,57
44,127th, 38 minutes 20 seconds,2,58
45,132nd, 39 minutes 18 seconds,1,60
46,135th, 39 minutes 56 seconds,1,61
47,137th, 40 minutes 18 seconds,1,62
48,142nd, 41 minutes 6 seconds,1,63
49,145th, 41 minutes 37 seconds,1,64
50,146th, 41 minutes 46 seconds,1,65
51,149th, 42 minutes 11 seconds,1,66
52,150th, 42 minutes 25 seconds,1,67
53,152nd, 42 minutes 46 seconds,1,68
54,154th, 43 minutes 6 seconds,2,69
55,156th, 43 minutes 27 seconds,2,71
56,161st, 44 minutes 18 seconds,3,73
57,163rd, 44 minutes 42 seconds,1,76
58,166th, 45 minutes 9 seconds,1,77
59,177th, 46 minutes 45 seconds,1,78
60,183rd, 47 minutes 34 seconds,2,79
61,185th, 47 minutes 55 seconds,1,81
62,186th, 48 minutes 6 seconds,2,82
63,189th, 48 minutes 30 seconds,2,84
64,191st, 48 minutes 48 seconds,1,86
65,195th, 49 minutes 31 seconds,1,87
66,196th, 49 minutes 39 seconds,1,88
67,197th, 49 minutes 49 seconds,1,89
68,199th, 50 minutes 11 seconds,2,90
69,201st, 50 minutes 34 seconds,1,92
70,207th, 51 minutes 33 seconds,1,93
71,210th, 52 minutes 6 seconds,1,94
72,218th, 53 minutes 25 seconds,1,95
73,219th, 53 minutes 37 seconds,1,96
74,224th, 54 minutes 33 seconds,1,97
75,225th, 54 minutes 44 seconds,2,98
