,世代,時間,出力数,前世代までの合計
0,4th, 54 seconds,1,0
1,5th, 1 minutes 13 seconds,1,1
2,7th, 1 minutes 44 seconds,1,2
3,8th, 2 minutes 2 seconds,1,3
4,9th, 2 minutes 18 seconds,2,4
5,10th, 2 minutes 33 seconds,4,6
6,11th, 2 minutes 50 seconds,1,10
7,12th, 3 minutes 5 seconds,1,11
8,17th, 4 minutes 34 seconds,1,12
9,19th, 5 minutes 13 seconds,1,13
10,20th, 5 minutes 33 seconds,1,14
11,21st, 5 minutes 53 seconds,1,15
12,23rd, 6 minutes 36 seconds,2,16
13,25th, 7 minutes 15 seconds,1,18
14,37th, 11 minutes 21 seconds,1,19
15,39th, 12 minutes 5 seconds,1,20
16,44th, 13 minutes 58 seconds,1,21
17,45th, 14 minutes 14 seconds,1,22
18,46th, 14 minutes 36 seconds,1,23
19,48th, 15 minutes 25 seconds,2,24
20,50th, 16 minutes 6 seconds,1,26
21,53rd, 17 minutes 9 seconds,1,27
22,56th, 18 minutes 17 seconds,1,28
23,58th, 19 minutes 4 seconds,1,29
24,60th, 19 minutes 47 seconds,2,30
25,62nd, 20 minutes 25 seconds,2,32
26,63rd, 20 minutes 45 seconds,1,34
27,65th, 21 minutes 26 seconds,1,35
28,68th, 22 minutes 25 seconds,1,36
29,71st, 23 minutes 19 seconds,1,37
30,72nd, 23 minutes 43 seconds,3,38
31,75th, 24 minutes 45 seconds,1,41
32,80th, 26 minutes 21 seconds,1,42
33,82nd, 26 minutes 57 seconds,1,43
34,88th, 28 minutes 43 seconds,1,44
35,89th, 28 minutes 58 seconds,1,45
36,91st, 29 minutes 36 seconds,2,46
37,92nd, 29 minutes 57 seconds,1,48
38,94th, 30 minutes 40 seconds,2,49
39,95th, 31 minutes 5 seconds,1,51
40,100th, 32 minutes 27 seconds,1,52
41,103rd, 33 minutes 12 seconds,1,53
42,105th, 33 minutes 40 seconds,1,54
43,112th, 35 minutes 2 seconds,1,55
44,117th, 36 minutes 21 seconds,1,56
45,118th, 36 minutes 38 seconds,1,57
46,125th, 37 minutes 55 seconds,1,58
47,126th, 38 minutes 9 seconds,1,59
48,127th, 38 minutes 21 seconds,1,60
49,134th, 39 minutes 47 seconds,1,61
50,135th, 39 minutes 57 seconds,1,62
51,136th, 40 minutes 8 seconds,1,63
52,145th, 41 minutes 38 seconds,1,64
53,147th, 41 minutes 59 seconds,1,65
54,149th, 42 minutes 19 seconds,1,66
55,150th, 42 minutes 30 seconds,1,67
56,151st, 42 minutes 42 seconds,1,68
57,152nd, 42 minutes 54 seconds,1,69
58,153rd, 43 minutes 8 seconds,1,70
59,155th, 43 minutes 29 seconds,1,71
60,159th, 44 minutes 7 seconds,2,72
61,160th, 44 minutes 22 seconds,1,74
62,161st, 44 minutes 36 seconds,1,75
63,174th, 46 minutes 51 seconds,1,76
64,175th, 47 minutes 1 seconds,1,77
65,180th, 47 minutes 53 seconds,1,78
66,181st, 48 minutes 3 seconds,2,79
67,182nd, 48 minutes 14 seconds,1,81
68,194th, 50 minutes 25 seconds,1,82
69,200th, 51 minutes 35 seconds,1,83
70,202nd, 52 minutes 9 seconds,1,84
71,203rd, 52 minutes 24 seconds,1,85
72,204th, 52 minutes 39 seconds,2,86
73,205th, 52 minutes 56 seconds,3,88
74,209th, 53 minutes 47 seconds,1,91
75,212th, 54 minutes 25 seconds,1,92
76,213th, 54 minutes 42 seconds,2,93
77,214th, 54 minutes 55 seconds,1,95
78,218th, 55 minutes 51 seconds,1,96
79,221st, 56 minutes 37 seconds,1,97
80,222nd, 56 minutes 55 seconds,1,98
81,224th, 57 minutes 14 seconds,1,99
