,世代,時間,出力数,前世代までの合計
0,2nd, 17 seconds,1,0
1,4th, 38 seconds,1,1
2,6th, 1 minutes 4 seconds,1,2
3,7th, 1 minutes 20 seconds,3,3
4,8th, 1 minutes 35 seconds,1,6
5,9th, 1 minutes 47 seconds,1,7
6,15th, 2 minutes 58 seconds,2,8
7,16th, 3 minutes 11 seconds,1,10
8,17th, 3 minutes 25 seconds,1,11
9,21st, 4 minutes 20 seconds,2,12
10,22nd, 4 minutes 29 seconds,1,14
11,23rd, 4 minutes 42 seconds,1,15
12,27th, 5 minutes 49 seconds,1,16
13,28th, 6 minutes 6 seconds,1,17
14,32nd, 7 minutes 18 seconds,1,18
15,35th, 8 minutes 23 seconds,1,19
16,36th, 8 minutes 43 seconds,2,20
17,39th, 9 minutes 38 seconds,1,22
18,40th, 9 minutes 54 seconds,1,23
19,41st, 10 minutes 8 seconds,1,24
20,43rd, 10 minutes 35 seconds,1,25
21,45th, 11 minutes 6 seconds,1,26
22,50th, 12 minutes 18 seconds,1,27
23,51st, 12 minutes 32 seconds,2,28
24,52nd, 12 minutes 44 seconds,2,30
25,55th, 13 minutes 18 seconds,1,32
26,56th, 13 minutes 32 seconds,1,33
27,57th, 13 minutes 41 seconds,1,34
28,58th, 13 minutes 52 seconds,1,35
29,59th, 14 minutes 4 seconds,1,36
30,62nd, 14 minutes 45 seconds,1,37
31,66th, 15 minutes 36 seconds,1,38
32,69th, 16 minutes 8 seconds,1,39
33,70th, 16 minutes 18 seconds,1,40
34,72nd, 16 minutes 35 seconds,1,41
35,74th, 16 minutes 56 seconds,1,42
36,78th, 17 minutes 32 seconds,1,43
37,79th, 17 minutes 44 seconds,2,44
38,82nd, 18 minutes 13 seconds,2,46
39,83rd, 18 minutes 23 seconds,2,48
40,85th, 18 minutes 36 seconds,2,50
41,87th, 18 minutes 53 seconds,1,52
42,91st, 19 minutes 31 seconds,1,53
43,96th, 20 minutes 16 seconds,1,54
44,101st, 21 minutes 6 seconds,1,55
45,103rd, 21 minutes 21 seconds,1,56
46,104th, 21 minutes 29 seconds,1,57
47,105th, 21 minutes 40 seconds,1,58
48,108th, 22 minutes 3 seconds,1,59
49,111th, 22 minutes 29 seconds,1,60
50,113th, 22 minutes 46 seconds,1,61
51,120th, 23 minutes 51 seconds,1,62
52,121st, 24 minutes 3 seconds,2,63
53,126th, 24 minutes 43 seconds,1,65
54,151st, 28 minutes 28 seconds,1,66
55,163rd, 30 minutes 19 seconds,1,67
56,258th, 44 minutes 30 seconds,1,68
57,324th, 55 minutes 54 seconds,1,69
