,世代,時間,出力数,前世代までの合計
0,3rd, 1 minutes 14 seconds,4,0
1,4th, 1 minutes 45 seconds,2,4
2,5th, 2 minutes 7 seconds,1,6
3,6th, 2 minutes 34 seconds,5,7
4,7th, 3 minutes 8 seconds,9,12
5,8th, 3 minutes 37 seconds,4,21
6,9th, 4 minutes 9 seconds,5,25
7,10th, 4 minutes 43 seconds,3,30
8,11th, 5 minutes 20 seconds,4,33
9,12th, 6 minutes 1 seconds,5,37
10,13th, 6 minutes 55 seconds,2,42
11,14th, 7 minutes 54 seconds,2,44
12,15th, 8 minutes 57 seconds,1,46
13,18th, 11 minutes 2 seconds,2,47
14,19th, 11 minutes 55 seconds,2,49
15,20th, 12 minutes 45 seconds,1,51
16,21st, 13 minutes 36 seconds,1,52
17,23rd, 15 minutes 40 seconds,1,53
18,24th, 16 minutes 48 seconds,1,54
19,26th, 18 minutes 18 seconds,3,55
20,27th, 19 minutes 0 seconds,1,58
21,28th, 19 minutes 51 seconds,3,59
22,29th, 20 minutes 48 seconds,3,62
23,30th, 21 minutes 41 seconds,2,65
24,31st, 22 minutes 32 seconds,3,67
25,32nd, 23 minutes 26 seconds,4,70
26,33rd, 24 minutes 22 seconds,5,74
27,34th, 25 minutes 3 seconds,6,79
28,35th, 25 minutes 38 seconds,2,85
29,36th, 26 minutes 18 seconds,1,87
30,37th, 27 minutes 0 seconds,1,88
31,38th, 27 minutes 40 seconds,2,89
32,39th, 28 minutes 23 seconds,2,91
33,41st, 29 minutes 58 seconds,1,93
34,45th, 33 minutes 0 seconds,1,94
35,46th, 33 minutes 33 seconds,1,95
36,49th, 35 minutes 12 seconds,1,96
37,50th, 35 minutes 56 seconds,2,97
38,51st, 36 minutes 27 seconds,1,99
