,世代,時間,出力数,前世代までの合計
0,3rd, 44 seconds,3,0
1,4th, 1 minutes 15 seconds,3,3
2,6th, 2 minutes 12 seconds,4,6
3,7th, 2 minutes 38 seconds,1,10
4,8th, 3 minutes 5 seconds,1,11
5,9th, 3 minutes 29 seconds,4,12
6,10th, 3 minutes 58 seconds,1,16
7,12th, 5 minutes 13 seconds,2,17
8,13th, 5 minutes 55 seconds,1,19
9,14th, 6 minutes 43 seconds,4,20
10,15th, 7 minutes 33 seconds,1,24
11,16th, 8 minutes 29 seconds,1,25
12,17th, 9 minutes 17 seconds,3,26
13,18th, 10 minutes 9 seconds,1,29
14,19th, 11 minutes 10 seconds,1,30
15,20th, 12 minutes 3 seconds,3,31
16,22nd, 14 minutes 4 seconds,2,34
17,23rd, 15 minutes 5 seconds,1,36
18,24th, 16 minutes 11 seconds,2,37
19,26th, 18 minutes 17 seconds,2,39
20,27th, 19 minutes 12 seconds,1,41
21,28th, 20 minutes 9 seconds,2,42
22,29th, 21 minutes 4 seconds,2,44
23,30th, 22 minutes 4 seconds,1,46
24,31st, 23 minutes 0 seconds,3,47
25,32nd, 23 minutes 46 seconds,4,50
26,33rd, 24 minutes 31 seconds,1,54
27,34th, 25 minutes 24 seconds,1,55
28,35th, 26 minutes 11 seconds,2,56
29,36th, 27 minutes 0 seconds,4,58
30,37th, 27 minutes 41 seconds,1,62
31,38th, 28 minutes 28 seconds,1,63
32,40th, 30 minutes 13 seconds,1,64
33,42nd, 32 minutes 29 seconds,2,65
34,44th, 34 minutes 49 seconds,2,67
35,45th, 36 minutes 4 seconds,1,69
36,46th, 37 minutes 8 seconds,2,70
37,47th, 38 minutes 14 seconds,2,72
38,48th, 39 minutes 25 seconds,3,74
39,49th, 40 minutes 23 seconds,1,77
40,51st, 42 minutes 28 seconds,2,78
41,52nd, 43 minutes 29 seconds,1,80
42,53rd, 44 minutes 36 seconds,3,81
43,54th, 45 minutes 31 seconds,1,84
44,56th, 47 minutes 23 seconds,1,85
45,58th, 49 minutes 30 seconds,2,86
46,59th, 50 minutes 41 seconds,4,88
47,61st, 52 minutes 44 seconds,1,92
48,62nd, 53 minutes 50 seconds,1,93
49,63rd, 54 minutes 51 seconds,2,94
50,64th, 55 minutes 48 seconds,2,96
51,65th, 55 minutes 57 seconds,2,98
