,世代,時間,出力数,前世代までの合計
0,3rd, 51 seconds,1,0
1,5th, 1 minutes 46 seconds,1,1
2,7th, 2 minutes 47 seconds,3,2
3,8th, 3 minutes 16 seconds,2,5
4,9th, 3 minutes 48 seconds,1,7
5,10th, 4 minutes 15 seconds,1,8
6,11th, 4 minutes 46 seconds,1,9
7,12th, 5 minutes 24 seconds,4,10
8,13th, 5 minutes 53 seconds,2,14
9,15th, 7 minutes 17 seconds,1,16
10,16th, 8 minutes 10 seconds,3,17
11,17th, 8 minutes 54 seconds,2,20
12,18th, 9 minutes 46 seconds,1,22
13,22nd, 13 minutes 4 seconds,2,23
14,23rd, 13 minutes 47 seconds,1,25
15,25th, 15 minutes 21 seconds,1,26
16,26th, 16 minutes 0 seconds,2,27
17,28th, 17 minutes 29 seconds,2,29
18,29th, 18 minutes 8 seconds,2,31
19,30th, 18 minutes 55 seconds,1,33
20,31st, 19 minutes 44 seconds,1,34
21,32nd, 20 minutes 28 seconds,1,35
22,34th, 21 minutes 45 seconds,1,36
23,35th, 22 minutes 28 seconds,4,37
24,36th, 23 minutes 11 seconds,3,41
25,38th, 24 minutes 43 seconds,3,44
26,40th, 26 minutes 2 seconds,2,47
27,41st, 26 minutes 43 seconds,1,49
28,42nd, 27 minutes 32 seconds,1,50
29,43rd, 28 minutes 17 seconds,2,51
30,44th, 28 minutes 59 seconds,2,53
31,46th, 30 minutes 26 seconds,1,55
32,48th, 31 minutes 41 seconds,3,56
33,52nd, 34 minutes 25 seconds,1,59
34,53rd, 35 minutes 5 seconds,1,60
35,54th, 35 minutes 41 seconds,1,61
36,55th, 36 minutes 22 seconds,1,62
37,57th, 37 minutes 41 seconds,1,63
38,58th, 38 minutes 15 seconds,1,64
39,59th, 38 minutes 50 seconds,2,65
40,61st, 40 minutes 9 seconds,2,67
41,63rd, 41 minutes 26 seconds,1,69
42,64th, 42 minutes 4 seconds,1,70
43,65th, 42 minutes 47 seconds,1,71
44,66th, 43 minutes 37 seconds,1,72
45,67th, 44 minutes 17 seconds,1,73
46,68th, 44 minutes 57 seconds,2,74
47,70th, 46 minutes 24 seconds,2,76
48,72nd, 48 minutes 11 seconds,2,78
49,74th, 49 minutes 45 seconds,1,80
50,75th, 50 minutes 37 seconds,3,81
51,76th, 51 minutes 24 seconds,2,84
52,77th, 52 minutes 4 seconds,2,86
53,78th, 52 minutes 45 seconds,2,88
54,79th, 53 minutes 39 seconds,2,90
55,80th, 54 minutes 17 seconds,1,92
56,81st, 54 minutes 54 seconds,1,93
57,83rd, 56 minutes 0 seconds,2,94
58,84th, 56 minutes 24 seconds,4,96
