,世代,時間,出力数,前世代までの合計
0,4th, 1 minutes 24 seconds,2,0
1,5th, 1 minutes 57 seconds,1,2
2,11th, 5 minutes 34 seconds,3,3
3,12th, 6 minutes 33 seconds,1,6
4,13th, 7 minutes 39 seconds,2,7
5,15th, 9 minutes 18 seconds,3,9
6,18th, 12 minutes 24 seconds,2,12
7,19th, 13 minutes 10 seconds,4,14
8,20th, 14 minutes 9 seconds,4,18
9,21st, 14 minutes 57 seconds,2,22
10,23rd, 16 minutes 40 seconds,2,24
11,24th, 17 minutes 35 seconds,1,26
12,26th, 19 minutes 47 seconds,2,27
13,28th, 21 minutes 29 seconds,1,29
14,30th, 23 minutes 22 seconds,4,30
15,31st, 24 minutes 14 seconds,2,34
16,32nd, 25 minutes 19 seconds,2,36
17,33rd, 26 minutes 20 seconds,2,38
18,34th, 27 minutes 30 seconds,1,40
19,36th, 29 minutes 9 seconds,3,41
20,37th, 29 minutes 53 seconds,2,44
21,41st, 33 minutes 10 seconds,1,46
22,43rd, 35 minutes 15 seconds,1,47
23,46th, 37 minutes 43 seconds,1,48
24,50th, 41 minutes 11 seconds,2,49
25,52nd, 43 minutes 15 seconds,1,51
26,53rd, 44 minutes 18 seconds,2,52
27,56th, 46 minutes 55 seconds,2,54
28,57th, 47 minutes 52 seconds,4,56
29,58th, 48 minutes 40 seconds,1,60
30,59th, 49 minutes 27 seconds,1,61
31,60th, 50 minutes 20 seconds,1,62
32,61st, 51 minutes 27 seconds,2,63
33,62nd, 52 minutes 28 seconds,2,65
34,63rd, 53 minutes 16 seconds,2,67
35,64th, 54 minutes 6 seconds,2,69
36,65th, 54 minutes 45 seconds,1,71
37,66th, 55 minutes 33 seconds,4,72
38,67th, 56 minutes 25 seconds,2,76
39,68th, 57 minutes 19 seconds,3,78
40,69th, 58 minutes 13 seconds,1,81
41,71st, 59 minutes 52 seconds,4,82
42,72nd, 1 hours 53 seconds,1,86
43,74th, 1 hours 2 minutes 15 seconds,3,87
44,76th, 1 hours 3 minutes 41 seconds,2,90
45,77th, 1 hours 4 minutes 28 seconds,1,92
46,78th, 1 hours 5 minutes 11 seconds,1,93
47,79th, 1 hours 5 minutes 47 seconds,1,94
48,82nd, 1 hours 8 minutes 0 seconds,2,95
49,83rd, 1 hours 8 minutes 51 seconds,2,97
50,85th, 1 hours 9 minutes 55 seconds,1,99
