,0,1
0,20,1
1,40,3
2,44,6
3,45,7
4,51,8
5,64,11
6,67,14
7,73,15
8,74,19
9,75,22
10,76,25
11,76,27
12,84,29
13,90,31
14,94,32
15,98,34
16,105,36
17,105,37
18,106,38
19,117,39
20,123,40
21,126,41
22,127,42
23,128,46
24,132,47
25,132,51
26,135,53
27,152,57
28,154,62
29,158,64
30,158,65
31,159,71
32,161,73
33,166,75
34,167,78
35,171,79
36,181,83
37,185,84
38,188,93
39,191,95
40,194,96
41,196,98
42,201,100
43,209,104
44,217,108
45,219,111
46,227,116
47,228,117
48,230,118
49,238,119
50,239,120
51,242,121
52,249,126
53,255,127
54,256,131
55,261,134
56,266,138
57,268,141
58,283,144
59,286,145
60,294,148
61,307,149
62,313,151
63,320,155
64,320,162
65,324,166
66,330,167
67,330,168
68,334,171
69,343,172
70,350,176
71,353,178
72,355,179
73,361,184
74,375,186
75,375,189
76,377,193
77,381,194
78,390,195
79,393,196
80,395,198
81,403,202
82,414,203
83,415,205
84,421,206
85,430,209
86,437,210
87,437,212
88,444,213
89,453,214
90,459,216
91,461,217
92,474,219
93,490,222
94,490,223
95,504,229
96,506,230
97,509,231
98,511,234
99,534,236
100,537,237
101,547,238
102,553,243
103,554,244
104,557,247
105,558,250
106,565,251
107,566,254
108,566,256
109,586,257
110,599,261
111,600,262
112,609,263
113,614,264
114,627,266
115,634,268
116,641,271
117,648,274
118,660,275
119,662,277
120,666,278
121,670,279
122,694,283
123,696,289
124,710,291
125,710,292
126,715,294
127,718,297
128,723,300
129,728,301
130,743,302
131,744,304
132,747,306
133,757,307
134,763,308
135,765,309
136,767,313
137,780,316
138,784,318
139,786,319
140,790,323
141,805,326
142,805,327
143,808,330
144,813,332
145,816,333
146,827,334
147,833,336
148,842,339
149,844,341
150,849,345
151,856,347
152,862,349
153,867,353
154,893,354
155,897,356
156,900,357
157,905,358
158,921,359
159,928,361
160,938,363
161,940,364
162,953,365
163,956,366
164,960,368
165,962,372
166,971,374
167,988,379
168,996,383
169,1000,385
170,1008,386
171,1008,388
172,1009,390
173,1033,392
174,1049,394
175,1051,399
176,1055,402
177,1055,403
178,1075,405
179,1088,407
180,1097,409
181,1098,412
182,1106,415
183,1120,418
184,1135,419
185,1140,420
186,1150,422
187,1152,423
188,1155,426
189,1158,429
190,1164,431
191,1172,433
192,1184,434
193,1187,436
194,1191,439
195,1194,441
196,1209,443
197,1210,445
198,1222,451
199,1228,452
200,1230,453
201,1239,455
202,1241,457
203,1248,460
204,1264,462
205,1267,463
206,1269,464
207,1270,471
208,1289,472
209,1294,473
210,1301,475
211,1301,476
212,1305,477
213,1307,480
214,1319,483
215,1324,484
216,1348,488
217,1348,490
218,1351,492
219,1352,495
220,1371,497
221,1380,499
222,1380,502
223,1391,505
224,1394,507
