,世代,時間,出力数,前世代までの合計
0,3rd, 1 minutes 4 seconds,3,0
1,4th, 1 minutes 34 seconds,1,3
2,5th, 2 minutes 6 seconds,1,4
3,6th, 2 minutes 32 seconds,4,5
4,7th, 3 minutes 1 seconds,4,9
5,8th, 3 minutes 39 seconds,3,13
6,9th, 4 minutes 21 seconds,3,16
7,10th, 5 minutes 7 seconds,1,19
8,11th, 5 minutes 50 seconds,4,20
9,12th, 6 minutes 35 seconds,2,24
10,13th, 7 minutes 24 seconds,1,26
11,16th, 9 minutes 26 seconds,2,27
12,17th, 10 minutes 0 seconds,1,29
13,18th, 10 minutes 41 seconds,3,30
14,20th, 12 minutes 8 seconds,1,33
15,21st, 12 minutes 47 seconds,4,34
16,22nd, 13 minutes 33 seconds,2,38
17,23rd, 14 minutes 16 seconds,2,40
18,25th, 15 minutes 53 seconds,1,42
19,26th, 16 minutes 49 seconds,2,43
20,29th, 19 minutes 24 seconds,2,45
21,31st, 20 minutes 41 seconds,2,47
22,32nd, 21 minutes 9 seconds,1,49
23,33rd, 21 minutes 41 seconds,1,50
24,35th, 22 minutes 51 seconds,2,51
25,36th, 23 minutes 30 seconds,2,53
26,42nd, 28 minutes 8 seconds,2,55
27,43rd, 28 minutes 46 seconds,1,57
28,50th, 32 minutes 55 seconds,1,58
29,52nd, 34 minutes 6 seconds,1,59
30,54th, 35 minutes 22 seconds,2,60
31,55th, 36 minutes 2 seconds,1,62
32,56th, 36 minutes 41 seconds,1,63
33,59th, 38 minutes 18 seconds,1,64
34,60th, 38 minutes 41 seconds,1,65
35,62nd, 39 minutes 32 seconds,1,66
36,69th, 42 minutes 39 seconds,1,67
37,71st, 43 minutes 39 seconds,3,68
38,84th, 49 minutes 24 seconds,1,71
39,85th, 49 minutes 53 seconds,1,72
40,86th, 50 minutes 23 seconds,1,73
41,89th, 51 minutes 57 seconds,1,74
42,94th, 55 minutes 3 seconds,1,75
43,97th, 56 minutes 41 seconds,2,76
44,98th, 57 minutes 13 seconds,2,78
45,100th, 58 minutes 24 seconds,3,80
46,101st, 58 minutes 56 seconds,2,83
47,102nd, 59 minutes 28 seconds,2,85
48,103rd, 1 hours 1 seconds,2,87
49,105th, 1 hours 1 minutes 10 seconds,1,89
50,106th, 1 hours 1 minutes 45 seconds,1,90
51,108th, 1 hours 3 minutes 1 seconds,1,91
52,109th, 1 hours 3 minutes 39 seconds,1,92
53,110th, 1 hours 4 minutes 6 seconds,1,93
54,111th, 1 hours 4 minutes 32 seconds,2,94
55,114th, 1 hours 5 minutes 58 seconds,1,96
56,121st, 1 hours 9 minutes 39 seconds,1,97
57,123rd, 1 hours 10 minutes 44 seconds,1,98
58,124th, 1 hours 10 minutes 52 seconds,1,99
