,世代,時間,出力数,前世代までの合計
0,3rd, 45 seconds,1,0
1,4th, 1 minutes 16 seconds,2,1
2,5th, 1 minutes 45 seconds,1,3
3,6th, 2 minutes 15 seconds,2,4
4,7th, 2 minutes 46 seconds,2,6
5,9th, 4 minutes 2 seconds,1,8
6,11th, 5 minutes 30 seconds,1,9
7,12th, 6 minutes 15 seconds,3,10
8,13th, 7 minutes 1 seconds,1,13
9,16th, 9 minutes 14 seconds,1,14
10,18th, 10 minutes 27 seconds,2,15
11,19th, 11 minutes 6 seconds,1,17
12,20th, 11 minutes 50 seconds,1,18
13,21st, 12 minutes 43 seconds,1,19
14,22nd, 13 minutes 25 seconds,1,20
15,24th, 15 minutes 0 seconds,1,21
16,25th, 15 minutes 56 seconds,1,22
17,27th, 17 minutes 13 seconds,2,23
18,28th, 17 minutes 55 seconds,2,25
19,30th, 19 minutes 10 seconds,2,27
20,31st, 19 minutes 54 seconds,2,29
21,32nd, 20 minutes 30 seconds,1,31
22,34th, 21 minutes 47 seconds,3,32
23,35th, 22 minutes 28 seconds,2,35
24,36th, 23 minutes 14 seconds,2,37
25,38th, 24 minutes 49 seconds,1,39
26,40th, 25 minutes 57 seconds,2,40
27,42nd, 27 minutes 10 seconds,2,42
28,43rd, 27 minutes 53 seconds,2,44
29,45th, 29 minutes 16 seconds,3,46
30,46th, 29 minutes 58 seconds,1,49
31,48th, 31 minutes 28 seconds,2,50
32,50th, 32 minutes 58 seconds,1,52
33,51st, 33 minutes 27 seconds,1,53
34,52nd, 33 minutes 56 seconds,1,54
35,53rd, 34 minutes 29 seconds,1,55
36,54th, 34 minutes 55 seconds,1,56
37,56th, 35 minutes 53 seconds,1,57
38,57th, 36 minutes 20 seconds,1,58
39,59th, 37 minutes 23 seconds,1,59
40,61st, 38 minutes 22 seconds,1,60
41,63rd, 39 minutes 33 seconds,2,61
42,64th, 40 minutes 9 seconds,1,63
43,65th, 40 minutes 56 seconds,2,64
44,67th, 42 minutes 6 seconds,2,66
45,70th, 43 minutes 28 seconds,2,68
46,71st, 44 minutes 2 seconds,1,70
47,73rd, 45 minutes 10 seconds,2,71
48,74th, 45 minutes 46 seconds,2,73
49,75th, 46 minutes 24 seconds,3,75
50,76th, 46 minutes 59 seconds,1,78
51,77th, 47 minutes 41 seconds,2,79
52,78th, 48 minutes 22 seconds,2,81
53,79th, 48 minutes 56 seconds,1,83
54,80th, 49 minutes 38 seconds,2,84
55,82nd, 50 minutes 47 seconds,1,86
56,83rd, 51 minutes 16 seconds,2,87
57,85th, 52 minutes 28 seconds,3,89
58,87th, 53 minutes 41 seconds,1,92
59,89th, 54 minutes 58 seconds,1,93
60,90th, 55 minutes 33 seconds,1,94
61,92nd, 57 minutes 1 seconds,2,95
62,93rd, 57 minutes 58 seconds,1,97
63,94th, 58 minutes 11 seconds,2,98
