,世代,時間,出力数,前世代までの合計
0,1st, 9 minutes 3 seconds,1,0
1,2nd, 33 minutes 6 seconds,2,1
2,4th, 3 hours 15 minutes 19 seconds,2,3
3,5th, 3 hours 51 minutes 24 seconds,3,5
4,6th, 3 hours 57 minutes 30 seconds,1,8
5,7th, 3 hours 57 minutes 37 seconds,1,9
6,8th, 4 hours 45 seconds,1,10
7,9th, 4 hours 4 minutes 26 seconds,1,11
8,10th, 4 hours 10 minutes 34 seconds,4,12
9,11th, 4 hours 10 minutes 43 seconds,3,16
10,12th, 4 hours 16 minutes 53 seconds,1,19
11,13th, 4 hours 17 minutes 2 seconds,1,20
12,14th, 4 hours 17 minutes 11 seconds,2,21
13,15th, 4 hours 41 minutes 20 seconds,2,23
14,16th, 4 hours 50 minutes 29 seconds,2,25
15,17th, 4 hours 59 minutes 40 seconds,2,27
16,18th, 5 hours 2 minutes 49 seconds,3,29
17,19th, 5 hours 8 minutes 59 seconds,3,32
18,20th, 5 hours 12 minutes 8 seconds,1,35
19,21st, 5 hours 15 minutes 18 seconds,3,36
20,23rd, 5 hours 53 minutes 11 seconds,2,39
21,24th, 5 hours 53 minutes 20 seconds,2,41
22,26th, 6 hours 2 minutes 39 seconds,2,43
23,27th, 6 hours 8 minutes 47 seconds,2,45
24,28th, 6 hours 17 minutes 58 seconds,2,47
25,29th, 6 hours 24 minutes 6 seconds,4,49
26,30th, 6 hours 24 minutes 17 seconds,2,53
27,32nd, 6 hours 30 minutes 38 seconds,2,55
28,33rd, 6 hours 36 minutes 48 seconds,3,57
29,34th, 6 hours 45 minutes 58 seconds,3,60
30,35th, 6 hours 49 minutes 9 seconds,2,63
31,36th, 6 hours 49 minutes 18 seconds,2,65
32,38th, 6 hours 51 minutes 14 seconds,1,67
33,39th, 7 hours 24 seconds,2,68
34,40th, 7 hours 6 minutes 34 seconds,3,70
35,41st, 7 hours 15 minutes 43 seconds,1,73
36,42nd, 7 hours 21 minutes 53 seconds,5,74
37,43rd, 7 hours 34 minutes 1 seconds,2,79
38,44th, 7 hours 40 minutes 11 seconds,2,81
39,45th, 7 hours 46 minutes 20 seconds,3,83
40,47th, 8 hours 3 minutes 27 seconds,1,86
41,48th, 8 hours 15 minutes 37 seconds,2,87
42,49th, 8 hours 15 minutes 45 seconds,2,89
43,50th, 8 hours 29 minutes 6 seconds,2,91
44,51st, 8 hours 35 minutes 15 seconds,3,93
45,52nd, 8 hours 41 minutes 24 seconds,1,96
46,53rd, 8 hours 49 minutes 23 seconds,1,97
47,55th, 8 hours 55 minutes 37 seconds,2,98
