,0,1
0,15,2
1,15,5
2,16,6
3,16,7
4,17,8
5,18,12
6,18,13
7,19,16
8,26,19
9,26,20
10,27,23
11,27,26
12,28,28
13,32,30
14,40,32
15,42,38
16,42,39
17,43,43
18,51,47
19,56,49
20,59,51
21,70,58
22,86,61
23,109,63
24,114,64
25,131,70
26,135,73
27,158,74
28,164,78
29,183,81
30,209,82
31,209,86
32,220,87
33,222,89
34,236,90
35,241,94
36,241,95
37,249,96
38,258,99
39,262,101
40,264,102
41,265,103
42,274,120
43,294,122
44,297,123
45,297,136
46,309,137
47,315,140
48,319,143
49,320,146
50,322,147
51,333,148
52,339,149
53,342,153
54,344,154
55,349,155
56,360,157
57,368,160
58,372,161
59,392,163
60,396,164
61,404,165
62,407,167
63,423,170
64,438,171
65,441,175
66,487,179
67,488,181
68,494,182
69,509,183
70,511,188
71,518,191
72,548,193
73,576,197
74,577,198
75,582,199
76,602,202
77,607,203
78,612,205
79,620,207
80,628,208
81,638,215
82,646,217
83,668,219
84,700,223
85,730,232
86,738,233
87,758,234
88,759,243
89,789,249
90,803,252
91,821,257
92,823,258
93,827,259
94,851,260
95,853,265
96,875,266
97,883,276
98,898,277
99,913,281
100,950,284
101,979,289
102,993,292
103,1035,296
104,1070,301
105,1164,303
106,1195,307
107,1220,308
108,1258,309
109,1288,310
110,1305,311
111,1320,312
112,1334,315
113,1353,317
114,1370,319
115,1407,321
116,1443,329
117,1520,334
118,1558,339
119,1598,340
120,1599,341
121,1615,343
122,1642,347
123,1666,350
124,1699,352
125,1707,354
126,1723,356
127,1737,361
128,1755,362
129,1766,364
130,1798,368
131,1914,372
132,1971,375
133,1977,378
134,1982,381
135,2000,385
136,2005,386
137,2009,389
138,2042,393
139,2045,395
140,2066,397
141,2075,398
142,2080,399
143,2088,400
144,2102,402
145,2123,405
146,2137,406
147,2207,410
148,2241,413
149,2261,418
150,2266,420
151,2287,423
152,2302,425
153,2310,427
154,2313,430
155,2340,432
156,2375,433
157,2385,436
158,2492,439
159,2528,441
160,2548,442
161,2565,447
162,2574,448
163,2600,459
164,2602,469
165,2702,473
166,2807,474
167,2814,475
168,2819,483
169,2833,486
170,2857,491
171,2863,497
172,2894,500
173,2931,501
174,2948,508
175,2969,516
176,2982,522
177,2999,527
178,3008,531
179,3015,533
180,3025,538
181,3028,542
182,3038,544
183,3047,548
184,3081,554
185,3098,559
186,3119,562
187,3127,563
188,3161,564
189,3197,566
190,3236,569
191,3263,570
192,3293,578
193,3313,582
194,3329,586
195,3364,589
196,3365,591
197,3369,595
198,3430,596
199,3459,600
200,3491,603
201,3492,606
202,3496,609
203,3522,610
204,3538,611
205,3539,612
206,3573,615
207,3578,617
208,3581,622
209,3590,623
210,3621,625
211,3661,629
212,3664,631
213,3702,632
214,3705,638
215,3742,642
216,3749,644
217,3758,645
218,3786,646
219,3786,649
220,3793,650
221,3830,653
222,3832,656
223,3838,657
224,3868,658
225,4000,663
226,4120,665
227,4153,666
228,4204,669
229,4340,670
230,4405,673
231,4508,675
232,4552,678
233,4560,684
234,4604,687
235,4622,688
236,4627,693
237,4656,694
238,4695,695
239,4721,696
240,4736,699
241,4759,700
242,4782,704
243,4822,711
244,4824,712
245,4845,714
246,4864,715
247,4897,717
248,4982,719
249,5015,720
250,5046,725
251,5047,728
252,5145,730
253,5179,732
254,5180,733
255,5210,736
256,5243,738
257,5251,741
258,5276,746
259,5304,747
260,5315,749
261,5347,750
262,5364,751
263,5382,752
264,5414,754
265,5417,755
266,5442,760
267,5454,763
268,5461,767
269,5470,769
270,5476,772
271,5491,773
272,5555,774
273,5628,778
274,5630,779
275,5650,780
276,5653,781
277,5672,783
278,5692,784
279,5703,785
280,5712,786
281,5730,790
282,5753,792
283,5794,794
284,5877,797
285,5919,798
286,5962,799
287,5984,800
288,6046,801
289,6134,802
290,6182,808
291,6232,809
292,6281,811
293,6330,816
294,6381,819
295,6433,822
296,6510,823
297,6717,825
298,6767,826
299,6801,830
300,6814,834
301,6864,835
302,7062,836
303,7065,838
304,7070,839
305,7197,843
306,7233,845
307,7304,848
308,7324,849
309,7349,850
310,7478,851
311,7507,853
312,7526,855
313,7534,858
314,7546,860
315,7573,863
316,7620,867
317,7620,869
318,7624,870
319,7646,873
320,7892,875
321,7941,876
322,8173,879
323,8204,883
324,8247,884
325,8316,885
326,8395,887
327,8510,889
328,8600,890
329,8777,891
330,8823,895
331,9016,897
332,9107,899
333,9114,901
334,9128,903
335,9172,908
336,9202,912
337,9425,915
338,9469,920
339,9552,921
340,9773,925
341,10175,928
342,10397,930
343,10979,932
344,11202,933
345,11422,936
346,11820,939
347,11836,943
348,11926,944
349,12013,946
350,12285,949
351,12405,953
352,12630,959
353,13074,962
354,13602,964
355,13835,965
356,14243,970
357,14369,972
358,14657,973
359,15516,976
360,15561,977
361,15563,978
362,22748,980
363,33960,981
364,38353,986
365,42816,987
366,44981,988
367,45085,990
368,45130,993
369,45172,994
370,45406,995
371,45449,996
372,45674,999
373,45902,1000
