,0,1
0,54,2
1,59,3
2,69,5
3,78,9
4,128,12
5,128,15
6,150,20
7,158,25
8,158,30
9,158,35
10,177,38
11,199,43
12,210,46
13,210,49
14,221,52
15,221,55
16,223,59
17,225,62
18,231,72
19,231,82
20,231,92
21,231,102
22,286,107
23,286,112
24,322,118
25,332,126
26,332,134
27,350,138
28,391,145
29,391,152
30,412,160
31,420,162
32,463,167
33,468,173
34,497,180
35,504,183
36,504,186
37,504,189
38,506,191
39,593,196
40,593,201
41,615,208
42,619,211
43,647,215
44,670,220
45,670,225
46,685,231
47,696,236
48,696,241
49,739,248
50,740,253
51,740,258
52,802,263
53,802,268
54,812,277
55,812,286
56,812,295
57,850,301
58,875,308
59,917,316
60,957,320
61,957,324
62,1040,328
63,1040,332
64,1040,336
65,1060,339
66,1104,345
67,1375,348
68,1417,351
69,1450,357
70,1570,362
71,1640,373
72,1662,379
73,1768,384
74,1795,387
75,1828,394
76,1828,401
77,1828,408
78,1943,412
79,2053,414
80,2066,419
81,2066,424
82,2228,430
83,2239,433
84,2302,437
85,2312,440
86,2377,442
87,2480,447
88,2920,450
