,0,1
0,46,2
1,49,3
2,53,4
3,54,6
4,59,7
5,69,9
6,69,10
7,78,14
8,122,16
9,128,19
10,129,20
11,130,23
12,134,25
13,150,30
14,158,35
15,160,39
16,177,42
17,178,48
18,199,53
19,209,54
20,210,57
21,221,60
22,223,64
23,225,67
24,231,77
25,236,78
26,241,82
27,277,87
28,286,92
29,292,95
30,299,99
31,301,106
32,321,110
33,322,116
34,324,120
35,324,121
36,332,129
37,350,133
38,368,138
39,391,145
40,391,152
41,404,154
42,408,161
43,412,169
44,420,171
45,421,176
46,434,180
47,444,185
48,463,190
49,468,196
50,497,203
51,504,206
52,506,208
53,514,210
54,516,211
55,530,216
56,535,220
57,538,224
58,550,228
59,589,234
60,593,239
61,606,246
62,608,252
63,612,254
64,615,261
65,615,262
66,619,265
67,647,269
68,670,274
69,685,280
70,691,286
71,696,291
72,701,295
73,707,300
74,720,306
75,739,313
76,740,318
77,750,321
78,754,326
79,769,333
80,802,338
81,812,347
82,812,353
83,818,359
84,820,360
85,828,364
86,838,366
87,850,367
88,850,373
89,875,380
90,884,383
91,912,384
92,917,392
93,934,395
94,938,399
95,948,402
96,955,406
97,956,413
98,957,417
99,971,424
100,996,426
101,1022,433
102,1023,437
103,1034,440
104,1040,444
105,1052,445
106,1060,448
107,1074,457
108,1093,462
109,1104,468
110,1114,473
111,1145,479
112,1148,483
113,1152,488
114,1154,493
115,1167,499
116,1180,501
117,1190,506
118,1227,509
119,1231,518
120,1235,520
121,1243,523
122,1246,526
123,1264,531
124,1289,534
125,1293,537
126,1311,543
127,1317,546
128,1317,549
129,1337,555
130,1371,560
131,1375,563
132,1378,567
133,1381,569
134,1391,572
135,1403,574
136,1406,578
137,1417,581
138,1431,584
139,1432,590
140,1444,597
141,1450,603
142,1503,608
143,1512,610
144,1515,616
145,1518,620
146,1526,623
147,1532,630
148,1534,631
149,1546,634
150,1570,639
151,1603,642
152,1633,647
153,1640,658
154,1649,663
155,1653,666
156,1658,669
157,1662,675
158,1688,678
159,1704,679
160,1745,680
161,1752,682
162,1754,687
163,1768,692
164,1783,694
165,1795,697
166,1805,701
167,1815,704
168,1815,707
169,1828,714
170,1872,717
171,1879,718
172,1887,720
173,1923,724
174,1925,728
175,1931,729
176,1943,733
177,1957,737
178,1970,741
179,2003,744
180,2044,747
181,2053,749
182,2066,754
183,2068,758
184,2076,763
185,2081,765
186,2102,769
187,2122,771
188,2126,773
189,2149,776
190,2182,786
191,2186,789
192,2204,791
193,2207,795
194,2228,801
195,2239,804
196,2245,807
197,2290,810
198,2302,814
199,2312,817
200,2348,821
201,2350,822
202,2353,825
203,2375,829
204,2377,831
205,2377,833
206,2412,835
207,2425,837
208,2458,839
209,2460,846
210,2466,847
211,2480,852
212,2485,856
213,2516,859
214,2523,862
215,2524,864
216,2537,866
217,2554,867
218,2561,869
219,2591,870
220,2601,876
221,2623,881
222,2640,883
223,2646,887
224,2676,893
225,2704,894
226,2708,897
227,2714,901
228,2782,904
229,2789,907
230,2790,910
231,2798,912
232,2799,914
233,2824,915
234,2829,917
235,2871,922
236,2920,925
237,2949,927
238,2969,933
239,2970,936
240,3048,940
241,3060,941
242,3070,949
243,3079,955
244,3125,961
245,3171,963
246,3180,964
247,3214,965
248,3294,966
249,3330,971
250,3358,973
251,3371,978
252,3392,979
253,3513,981
254,3551,984
255,3555,988
256,3555,991
257,3581,992
258,3685,995
259,3812,998
260,3993,1000
