,世代,時間,出力数,前世代までの合計
0,1st, 7 seconds,1,0
1,8th, 5 hours 44 minutes 10 seconds,1,1
2,11th, 7 hours 27 minutes 15 seconds,1,2
3,14th, 8 hours 4 minutes 23 seconds,1,3
4,15th, 9 hours 10 minutes 48 seconds,1,4
5,19th, 11 hours 57 minutes 31 seconds,1,5
6,21st, 12 hours 31 minutes 26 seconds,1,6
7,22nd, 12 hours 31 minutes 52 seconds,1,7
8,37th, 19 hours 48 minutes 24 seconds,1,8
9,39th, 20 hours 22 minutes 28 seconds,1,9
10,40th, 20 hours 23 minutes 2 seconds,1,10
11,46th, 23 hours 44 minutes 19 seconds,1,11
12,48th, 25 hours 24 minutes 25 seconds,1,12
