,世代,時間,出力数,前世代までの合計
0,3rd, 27 seconds,1,0
1,4th, 38 seconds,2,1
2,6th, 1 minutes 4 seconds,1,3
3,8th, 1 minutes 31 seconds,1,4
4,9th, 1 minutes 44 seconds,1,5
5,10th, 1 minutes 55 seconds,1,6
6,11th, 2 minutes 7 seconds,1,7
7,12th, 2 minutes 21 seconds,1,8
8,13th, 2 minutes 34 seconds,1,9
9,14th, 2 minutes 49 seconds,2,10
10,16th, 3 minutes 16 seconds,2,12
11,19th, 3 minutes 57 seconds,1,14
12,21st, 4 minutes 26 seconds,1,15
13,27th, 5 minutes 56 seconds,2,16
14,29th, 6 minutes 27 seconds,1,18
15,30th, 6 minutes 42 seconds,1,19
16,31st, 6 minutes 59 seconds,1,20
17,32nd, 7 minutes 15 seconds,2,21
18,40th, 9 minutes 22 seconds,1,23
19,46th, 2 hours 20 minutes 8 seconds,1,24
20,52nd, 2 hours 21 minutes 54 seconds,1,25
21,53rd, 2 hours 22 minutes 12 seconds,1,26
22,69th, 2 hours 57 minutes 8 seconds,1,27
23,78th, 2 hours 59 minutes 51 seconds,1,28
24,79th, 3 hours 9 seconds,1,29
25,81st, 3 hours 47 seconds,1,30
26,90th, 3 hours 3 minutes 46 seconds,1,31
27,94th, 3 hours 5 minutes 11 seconds,1,32
28,99th, 3 hours 6 minutes 56 seconds,1,33
29,101st, 3 hours 7 minutes 38 seconds,1,34
30,105th, 3 hours 9 minutes 0 seconds,2,35
31,109th, 3 hours 10 minutes 21 seconds,1,37
32,112th, 3 hours 11 minutes 25 seconds,3,38
33,113th, 3 hours 11 minutes 47 seconds,2,41
34,116th, 3 hours 12 minutes 57 seconds,1,43
35,117th, 3 hours 13 minutes 19 seconds,1,44
36,146th, 3 hours 39 minutes 51 seconds,1,45
37,147th, 3 hours 40 minutes 16 seconds,1,46
38,154th, 3 hours 43 minutes 13 seconds,1,47
39,156th, 3 hours 44 minutes 7 seconds,1,48
40,161st, 3 hours 46 minutes 19 seconds,1,49
41,162nd, 3 hours 46 minutes 46 seconds,1,50
42,172nd, 3 hours 51 minutes 28 seconds,1,51
43,173rd, 3 hours 51 minutes 58 seconds,1,52
44,184th, 3 hours 57 minutes 31 seconds,1,53
45,186th, 3 hours 58 minutes 31 seconds,1,54
46,190th, 4 hours 37 seconds,1,55
47,198th, 4 hours 4 minutes 51 seconds,1,56
48,205th, 4 hours 8 minutes 44 seconds,1,57
49,211th, 4 hours 12 minutes 9 seconds,1,58
50,213th, 4 hours 13 minutes 18 seconds,2,59
51,216th, 4 hours 14 minutes 59 seconds,1,61
52,220th, 4 hours 17 minutes 20 seconds,1,62
53,237th, 4 hours 27 minutes 47 seconds,2,63
54,245th, 4 hours 33 minutes 1 seconds,2,65
55,247th, 4 hours 34 minutes 17 seconds,3,67
56,260th, 4 hours 43 minutes 1 seconds,2,70
57,268th, 4 hours 48 minutes 35 seconds,2,72
58,269th, 4 hours 49 minutes 18 seconds,1,74
59,270th, 4 hours 50 minutes 2 seconds,1,75
60,271st, 4 hours 50 minutes 42 seconds,1,76
61,279th, 4 hours 56 minutes 27 seconds,1,77
62,286th, 5 hours 1 minutes 44 seconds,1,78
63,289th, 5 hours 4 minutes 5 seconds,2,79
64,291st, 5 hours 5 minutes 38 seconds,1,81
65,293rd, 5 hours 7 minutes 9 seconds,1,82
66,305th, 5 hours 16 minutes 31 seconds,1,83
67,306th, 5 hours 17 minutes 20 seconds,1,84
68,334th, 5 hours 56 minutes 37 seconds,1,85
69,339th, 6 hours 1 minutes 9 seconds,1,86
70,376th, 6 hours 36 minutes 22 seconds,1,87
71,401st, 7 hours 2 minutes 25 seconds,1,88
72,443rd, 7 hours 48 minutes 19 seconds,1,89
73,470th, 8 hours 36 minutes 49 seconds,1,90
