,世代,時間,出力数,前世代までの合計
0,2nd, 21 seconds,2,0
1,5th, 1 minutes 2 seconds,1,2
2,6th, 1 minutes 16 seconds,1,3
3,7th, 1 minutes 30 seconds,2,4
4,13th, 18 minutes 4 seconds,1,6
5,18th, 19 minutes 31 seconds,2,7
6,21st, 20 minutes 30 seconds,1,9
7,23rd, 21 minutes 11 seconds,1,10
8,28th, 22 minutes 58 seconds,1,11
9,69th, 1 hours 51 minutes 40 seconds,1,12
10,81st, 1 hours 56 minutes 25 seconds,1,13
11,82nd, 1 hours 56 minutes 53 seconds,1,14
12,93rd, 2 hours 1 minutes 29 seconds,1,15
13,94th, 2 hours 1 minutes 53 seconds,2,16
14,96th, 2 hours 2 minutes 38 seconds,1,18
15,101st, 2 hours 4 minutes 36 seconds,1,19
16,224th, 3 hours 59 minutes 39 seconds,1,20
17,242nd, 4 hours 13 minutes 29 seconds,1,21
18,254th, 4 hours 23 minutes 16 seconds,1,22
19,267th, 4 hours 34 minutes 6 seconds,1,23
20,292nd, 4 hours 55 minutes 48 seconds,1,24
21,460th, 8 hours 19 minutes 11 seconds,1,25
22,499th, 9 hours 28 minutes 15 seconds,1,26
