,0,1
0,15,1
1,17,2
2,21,4
3,21,6
4,26,8
5,26,10
6,26,11
7,27,12
8,30,13
9,35,15
10,36,16
11,37,17
12,38,19
13,45,21
14,47,22
15,51,23
16,58,25
17,59,26
18,59,27
19,62,28
20,64,29
21,65,31
22,65,33
23,68,34
24,76,35
25,76,36
26,80,38
27,80,40
28,90,42
29,90,44
30,91,45
31,98,46
32,104,47
33,111,48
34,111,49
35,112,50
36,124,52
37,127,53
38,135,54
39,141,55
40,158,56
41,169,58
42,196,60
43,219,61
44,235,62
45,237,63
46,334,65
47,334,67
48,351,69
49,356,71
50,402,72
51,562,73
52,940,74
53,950,75
54,971,76
55,983,77
56,999,78
57,1012,80
58,1013,82
59,1018,83
60,1039,84
61,1041,86
62,1051,87
63,1080,89
64,1084,90
65,1104,92
66,1144,93
67,1158,94
68,1160,96
69,1160,98
70,1184,101
71,1228,102
72,1230,103
73,1378,104
74,1381,106
75,1401,109
76,1431,113
77,1431,117
78,1443,118
79,1485,119
80,1530,120
81,1644,122
82,2148,123
83,2208,124
84,2225,125
85,2293,126
86,2373,127
87,2406,129
88,2511,130
89,2615,131
90,2703,133
91,2727,134
92,2746,136
93,2746,138
94,2767,139
95,2789,141
96,2789,143
97,3216,144
98,3918,147
99,4237,150
100,4237,153
