,世代,時間,出力数,前世代までの合計
0,2nd, 15 seconds,1,0
1,3rd, 26 seconds,1,1
2,5th, 45 seconds,2,2
3,7th, 1 minutes 5 seconds,2,4
4,8th, 1 minutes 16 seconds,1,6
5,10th, 16 minutes 39 seconds,1,7
6,11th, 16 minutes 52 seconds,2,8
7,12th, 17 minutes 5 seconds,1,10
8,13th, 17 minutes 19 seconds,1,11
9,14th, 17 minutes 31 seconds,1,12
10,15th, 17 minutes 45 seconds,1,13
11,16th, 17 minutes 58 seconds,1,14
12,17th, 18 minutes 12 seconds,1,15
13,19th, 18 minutes 42 seconds,1,16
14,22nd, 19 minutes 23 seconds,1,17
15,23rd, 19 minutes 37 seconds,1,18
16,24th, 19 minutes 52 seconds,2,19
17,26th, 20 minutes 21 seconds,1,21
18,29th, 21 minutes 4 seconds,1,22
19,40th, 23 minutes 51 seconds,4,23
20,42nd, 24 minutes 23 seconds,1,27
21,46th, 25 minutes 29 seconds,2,28
22,47th, 25 minutes 45 seconds,2,30
23,48th, 26 minutes 2 seconds,2,32
24,50th, 26 minutes 34 seconds,1,34
25,51st, 26 minutes 50 seconds,2,35
26,53rd, 27 minutes 24 seconds,2,37
27,54th, 27 minutes 40 seconds,1,39
28,55th, 27 minutes 57 seconds,1,40
29,56th, 28 minutes 14 seconds,2,41
30,59th, 29 minutes 6 seconds,2,43
31,62nd, 29 minutes 59 seconds,3,45
32,66th, 55 minutes 10 seconds,1,48
33,69th, 1 hours 11 minutes 3 seconds,1,49
34,70th, 1 hours 56 minutes 21 seconds,1,50
35,71st, 1 hours 56 minutes 40 seconds,2,51
36,76th, 2 hours 13 minutes 9 seconds,1,53
37,77th, 2 hours 28 minutes 27 seconds,1,54
38,78th, 2 hours 28 minutes 45 seconds,1,55
39,81st, 2 hours 41 minutes 38 seconds,1,56
40,85th, 2 hours 42 minutes 51 seconds,1,57
41,87th, 2 hours 43 minutes 30 seconds,1,58
42,89th, 2 hours 44 minutes 8 seconds,1,59
43,91st, 2 hours 53 minutes 49 seconds,1,60
44,92nd, 2 hours 54 minutes 8 seconds,1,61
45,98th, 3 hours 56 minutes 12 seconds,1,62
46,99th, 4 hours 11 minutes 34 seconds,1,63
47,104th, 4 hours 43 minutes 19 seconds,1,64
48,105th, 4 hours 58 minutes 41 seconds,1,65
49,110th, 5 hours 29 seconds,1,66
50,113th, 5 hours 1 minutes 35 seconds,1,67
51,116th, 5 hours 2 minutes 42 seconds,1,68
52,117th, 5 hours 3 minutes 5 seconds,1,69
53,125th, 5 hours 6 minutes 9 seconds,1,70
54,126th, 5 hours 6 minutes 34 seconds,1,71
55,130th, 5 hours 8 minutes 14 seconds,1,72
56,131st, 5 hours 8 minutes 40 seconds,1,73
57,132nd, 5 hours 9 minutes 5 seconds,1,74
58,133rd, 5 hours 9 minutes 32 seconds,1,75
59,136th, 5 hours 10 minutes 49 seconds,1,76
60,153rd, 5 hours 18 minutes 18 seconds,1,77
61,156th, 5 hours 19 minutes 36 seconds,1,78
62,158th, 5 hours 20 minutes 30 seconds,1,79
63,161st, 5 hours 21 minutes 55 seconds,1,80
64,184th, 5 hours 33 minutes 56 seconds,1,81
65,187th, 5 hours 35 minutes 34 seconds,1,82
66,195th, 5 hours 39 minutes 58 seconds,1,83
67,212th, 5 hours 49 minutes 55 seconds,1,84
68,272nd, 6 hours 43 minutes 15 seconds,1,85
69,281st, 6 hours 49 minutes 24 seconds,1,86
70,283rd, 6 hours 50 minutes 47 seconds,1,87
71,296th, 7 hours 18 seconds,1,88
72,301st, 7 hours 4 minutes 17 seconds,1,89
73,302nd, 7 hours 5 minutes 5 seconds,1,90
74,326th, 7 hours 24 minutes 58 seconds,1,91
75,332nd, 7 hours 30 minutes 10 seconds,1,92
76,338th, 7 hours 35 minutes 34 seconds,1,93
77,341st, 7 hours 38 minutes 25 seconds,1,94
78,346th, 7 hours 43 minutes 1 seconds,1,95
79,349th, 7 hours 45 minutes 55 seconds,1,96
80,353rd, 7 hours 49 minutes 33 seconds,1,97
81,385th, 8 hours 20 minutes 28 seconds,1,98
82,387th, 8 hours 21 minutes 37 seconds,1,99
