,世代,時間,出力数,前世代までの合計
0,2nd, 22 seconds,1,0
1,3rd, 42 seconds,2,1
2,5th, 1 minutes 19 seconds,1,3
3,6th, 1 minutes 39 seconds,2,4
4,7th, 17 minutes 1 seconds,2,6
5,8th, 17 minutes 24 seconds,2,8
6,9th, 17 minutes 46 seconds,1,10
7,10th, 18 minutes 10 seconds,1,11
8,11th, 18 minutes 35 seconds,1,12
9,13th, 34 minutes 27 seconds,2,13
10,15th, 35 minutes 21 seconds,1,15
11,16th, 1 hours 5 minutes 50 seconds,1,16
12,18th, 1 hours 21 minutes 45 seconds,2,17
13,19th, 1 hours 22 minutes 12 seconds,4,19
14,20th, 1 hours 22 minutes 39 seconds,1,23
15,21st, 1 hours 23 minutes 7 seconds,4,24
16,22nd, 1 hours 23 minutes 35 seconds,3,28
17,23rd, 1 hours 39 minutes 4 seconds,3,31
18,25th, 1 hours 39 minutes 59 seconds,2,34
19,29th, 1 hours 41 minutes 47 seconds,1,36
20,30th, 1 hours 42 minutes 16 seconds,2,37
21,31st, 1 hours 42 minutes 44 seconds,1,39
22,33rd, 2 hours 13 minutes 55 seconds,1,40
23,34th, 2 hours 14 minutes 31 seconds,2,41
24,36th, 2 hours 15 minutes 45 seconds,1,43
25,38th, 2 hours 17 minutes 0 seconds,2,44
26,40th, 2 hours 18 minutes 17 seconds,2,46
27,42nd, 2 hours 19 minutes 32 seconds,2,48
28,43rd, 2 hours 20 minutes 11 seconds,1,50
29,44th, 2 hours 20 minutes 48 seconds,1,51
30,46th, 2 hours 22 minutes 5 seconds,2,52
31,47th, 2 hours 22 minutes 42 seconds,2,54
32,48th, 2 hours 23 minutes 22 seconds,1,56
33,49th, 2 hours 23 minutes 59 seconds,2,57
34,51st, 2 hours 25 minutes 15 seconds,2,59
35,52nd, 2 hours 25 minutes 55 seconds,1,61
36,53rd, 2 hours 26 minutes 33 seconds,3,62
37,55th, 2 hours 27 minutes 53 seconds,2,65
38,58th, 2 hours 30 minutes 2 seconds,1,67
39,60th, 2 hours 31 minutes 27 seconds,2,68
40,61st, 2 hours 32 minutes 11 seconds,1,70
41,62nd, 2 hours 32 minutes 55 seconds,1,71
42,64th, 2 hours 34 minutes 27 seconds,1,72
43,67th, 2 hours 36 minutes 47 seconds,2,73
44,69th, 2 hours 38 minutes 20 seconds,1,75
45,70th, 2 hours 39 minutes 9 seconds,1,76
46,73rd, 2 hours 41 minutes 36 seconds,2,77
47,75th, 2 hours 43 minutes 15 seconds,1,79
48,81st, 2 hours 48 minutes 21 seconds,2,80
49,83rd, 3 hours 5 minutes 9 seconds,1,82
50,85th, 3 hours 6 minutes 55 seconds,1,83
51,89th, 3 hours 10 minutes 26 seconds,1,84
52,90th, 3 hours 11 minutes 23 seconds,1,85
53,91st, 3 hours 12 minutes 18 seconds,1,86
54,92nd, 3 hours 13 minutes 12 seconds,1,87
55,94th, 3 hours 15 minutes 5 seconds,1,88
56,96th, 3 hours 32 minutes 0 seconds,1,89
57,97th, 3 hours 32 minutes 59 seconds,1,90
58,99th, 3 hours 49 minutes 56 seconds,1,91
59,100th, 3 hours 50 minutes 51 seconds,1,92
60,101st, 4 hours 6 minutes 49 seconds,1,93
61,103rd, 4 hours 8 minutes 41 seconds,1,94
62,106th, 4 hours 11 minutes 36 seconds,1,95
63,107th, 4 hours 12 minutes 35 seconds,3,96
64,112th, 4 hours 16 minutes 52 seconds,1,99
