,世代,時間,出力数,前世代までの合計
0,5th, 26 seconds,1,0
1,8th, 44 seconds,1,1
2,10th, 55 seconds,1,2
3,14th, 1 minutes 19 seconds,1,3
4,15th, 1 minutes 26 seconds,1,4
5,19th, 1 minutes 54 seconds,1,5
6,29th, 3 minutes 6 seconds,2,6
7,35th, 3 minutes 52 seconds,1,8
8,37th, 4 minutes 9 seconds,1,9
9,40th, 4 minutes 35 seconds,1,10
10,45th, 5 minutes 17 seconds,1,11
11,47th, 5 minutes 34 seconds,3,12
12,51st, 6 minutes 7 seconds,1,15
13,52nd, 6 minutes 16 seconds,1,16
14,53rd, 6 minutes 24 seconds,1,17
15,68th, 8 minutes 45 seconds,1,18
16,87th, 26 minutes 39 seconds,1,19
17,94th, 27 minutes 53 seconds,1,20
18,99th, 28 minutes 49 seconds,1,21
19,101st, 29 minutes 12 seconds,1,22
20,106th, 30 minutes 11 seconds,1,23
21,109th, 30 minutes 46 seconds,1,24
22,111th, 31 minutes 8 seconds,1,25
23,120th, 32 minutes 49 seconds,1,26
24,121st, 33 minutes 0 seconds,1,27
25,125th, 33 minutes 46 seconds,1,28
26,134th, 35 minutes 30 seconds,1,29
27,135th, 35 minutes 42 seconds,1,30
28,140th, 36 minutes 43 seconds,1,31
29,142nd, 37 minutes 7 seconds,1,32
30,148th, 38 minutes 20 seconds,1,33
31,150th, 38 minutes 43 seconds,2,34
32,151st, 38 minutes 58 seconds,2,36
33,156th, 40 minutes 7 seconds,2,38
34,161st, 41 minutes 18 seconds,1,40
35,164th, 42 minutes 2 seconds,1,41
36,169th, 43 minutes 15 seconds,1,42
37,172nd, 44 minutes 0 seconds,2,43
38,174th, 44 minutes 30 seconds,1,45
39,178th, 45 minutes 32 seconds,1,46
40,180th, 46 minutes 4 seconds,1,47
41,183rd, 46 minutes 50 seconds,1,48
42,262nd, 2 hours 10 minutes 30 seconds,1,49
43,284th, 2 hours 17 minutes 45 seconds,1,50
44,286th, 2 hours 18 minutes 25 seconds,1,51
45,287th, 2 hours 18 minutes 47 seconds,1,52
46,290th, 2 hours 19 minutes 49 seconds,1,53
47,293rd, 2 hours 20 minutes 48 seconds,1,54
48,294th, 2 hours 21 minutes 9 seconds,1,55
49,297th, 2 hours 22 minutes 12 seconds,1,56
50,306th, 2 hours 25 minutes 12 seconds,1,57
51,312th, 2 hours 27 minutes 21 seconds,1,58
52,314th, 2 hours 28 minutes 4 seconds,1,59
53,316th, 2 hours 28 minutes 50 seconds,1,60
54,319th, 2 hours 30 minutes 2 seconds,1,61
55,322nd, 2 hours 31 minutes 12 seconds,1,62
56,323rd, 2 hours 31 minutes 35 seconds,1,63
57,330th, 2 hours 34 minutes 17 seconds,1,64
58,331st, 2 hours 34 minutes 41 seconds,1,65
59,332nd, 2 hours 35 minutes 6 seconds,1,66
60,340th, 2 hours 38 minutes 21 seconds,1,67
61,343rd, 2 hours 39 minutes 38 seconds,1,68
62,366th, 2 hours 49 minutes 32 seconds,1,69
63,370th, 2 hours 51 minutes 26 seconds,1,70
64,371st, 2 hours 51 minutes 56 seconds,1,71
65,374th, 2 hours 53 minutes 20 seconds,1,72
66,433rd, 3 hours 37 minutes 54 seconds,1,73
67,458th, 3 hours 51 minutes 40 seconds,1,74
68,467th, 3 hours 56 minutes 56 seconds,1,75
69,471st, 3 hours 59 minutes 24 seconds,1,76
70,480th, 4 hours 4 minutes 41 seconds,1,77
71,482nd, 4 hours 5 minutes 53 seconds,1,78
72,485th, 4 hours 7 minutes 44 seconds,1,79
73,489th, 4 hours 10 minutes 5 seconds,1,80
