,世代,時間,出力数,前世代までの合計
0,7th, 38 seconds,1,0
1,12th, 1 minutes 8 seconds,1,1
2,17th, 1 minutes 38 seconds,2,2
3,18th, 1 minutes 45 seconds,1,4
4,19th, 1 minutes 52 seconds,1,5
5,20th, 1 minutes 59 seconds,1,6
6,22nd, 2 minutes 12 seconds,1,7
7,24th, 2 minutes 26 seconds,1,8
8,26th, 2 minutes 40 seconds,1,9
9,30th, 3 minutes 12 seconds,1,10
10,33rd, 3 minutes 36 seconds,2,11
11,35th, 3 minutes 51 seconds,1,13
12,38th, 4 minutes 16 seconds,1,14
13,41st, 19 minutes 45 seconds,1,15
14,43rd, 20 minutes 8 seconds,1,16
15,47th, 20 minutes 50 seconds,1,17
16,60th, 23 minutes 6 seconds,1,18
17,62nd, 23 minutes 28 seconds,1,19
18,67th, 24 minutes 22 seconds,1,20
19,68th, 24 minutes 33 seconds,1,21
20,71st, 25 minutes 6 seconds,1,22
21,74th, 25 minutes 41 seconds,1,23
22,77th, 26 minutes 15 seconds,2,24
23,81st, 27 minutes 0 seconds,1,26
24,82nd, 27 minutes 12 seconds,2,27
25,85th, 27 minutes 48 seconds,2,29
26,86th, 27 minutes 59 seconds,1,31
27,88th, 28 minutes 20 seconds,1,32
28,89th, 28 minutes 32 seconds,1,33
29,91st, 28 minutes 57 seconds,1,34
30,92nd, 29 minutes 9 seconds,1,35
31,93rd, 29 minutes 22 seconds,1,36
32,94th, 29 minutes 35 seconds,1,37
33,97th, 30 minutes 11 seconds,2,38
34,99th, 30 minutes 36 seconds,1,40
35,101st, 30 minutes 59 seconds,1,41
36,111th, 48 minutes 14 seconds,1,42
37,115th, 49 minutes 12 seconds,1,43
38,116th, 49 minutes 26 seconds,1,44
39,118th, 1 hours 4 minutes 55 seconds,1,45
40,128th, 1 hours 7 minutes 25 seconds,1,46
41,130th, 1 hours 7 minutes 53 seconds,1,47
42,138th, 1 hours 9 minutes 52 seconds,1,48
43,141st, 1 hours 10 minutes 39 seconds,1,49
44,151st, 1 hours 28 minutes 20 seconds,1,50
45,157th, 1 hours 30 minutes 3 seconds,1,51
46,170th, 1 hours 33 minutes 34 seconds,1,52
47,173rd, 1 hours 34 minutes 23 seconds,1,53
48,175th, 1 hours 34 minutes 59 seconds,1,54
49,176th, 1 hours 35 minutes 16 seconds,1,55
50,178th, 1 hours 35 minutes 51 seconds,2,56
51,181st, 1 hours 36 minutes 45 seconds,1,58
52,198th, 1 hours 42 minutes 1 seconds,1,59
53,202nd, 1 hours 43 minutes 17 seconds,3,60
54,210th, 1 hours 45 minutes 53 seconds,1,63
55,219th, 1 hours 48 minutes 55 seconds,1,64
56,221st, 1 hours 49 minutes 36 seconds,1,65
57,225th, 1 hours 50 minutes 55 seconds,1,66
58,226th, 1 hours 51 minutes 15 seconds,1,67
59,227th, 1 hours 51 minutes 36 seconds,1,68
60,231st, 1 hours 52 minutes 56 seconds,1,69
61,234th, 1 hours 53 minutes 58 seconds,1,70
62,235th, 1 hours 54 minutes 19 seconds,1,71
63,239th, 1 hours 55 minutes 41 seconds,1,72
64,251st, 2 hours 1 seconds,1,73
65,286th, 2 hours 28 minutes 30 seconds,1,74
66,297th, 2 hours 32 minutes 58 seconds,1,75
67,305th, 2 hours 36 minutes 20 seconds,1,76
68,318th, 2 hours 42 minutes 5 seconds,1,77
69,324th, 2 hours 44 minutes 47 seconds,1,78
70,328th, 2 hours 46 minutes 35 seconds,1,79
71,334th, 2 hours 49 minutes 21 seconds,1,80
72,342nd, 2 hours 53 minutes 0 seconds,1,81
73,347th, 2 hours 55 minutes 21 seconds,1,82
74,354th, 2 hours 58 minutes 46 seconds,1,83
75,356th, 2 hours 59 minutes 45 seconds,2,84
76,361st, 3 hours 2 minutes 8 seconds,1,86
77,436th, 3 hours 42 minutes 44 seconds,1,87
78,444th, 3 hours 47 minutes 16 seconds,1,88
