,0,1
0,2,1
1,723,3
2,903,4
3,1181,6
4,1443,7
5,1803,9
6,2346,10
7,2885,11
8,3786,12
9,6492,13
10,7751,16
11,7761,17
12,7769,18
13,8228,23
14,8299,24
15,8305,25
16,8374,26
17,9371,27
18,9391,28
19,10682,30
20,11022,33
21,11040,34
22,11178,35
23,11366,38
24,12310,39
25,12381,40
26,12388,41
27,13001,42
28,13219,43
29,13388,46
30,13872,47
31,14079,48
32,14296,52
33,14624,53
34,14679,55
35,14888,56
36,14984,58
37,15810,59
38,16397,61
39,16581,62
40,17120,63
41,17126,65
42,17132,71
43,17138,75
44,17144,77
45,17151,80
46,17158,84
47,17266,85
48,17297,86
49,17367,87
50,17417,88
51,17493,89
52,17494,90
53,17500,92
54,17510,93
55,18259,95
56,18425,99
57,18434,102
58,18920,103
59,18953,107
60,18960,109
61,18965,111
62,18983,112
63,19034,115
64,19066,117
65,19342,121
66,19352,124
67,19362,126
68,19371,129
69,19381,135
70,19390,137
71,19402,138
72,19413,141
73,19424,146
74,19435,150
75,19446,153
76,19458,157
77,19470,159
78,19499,161
79,19507,163
80,19525,164
81,19551,165
82,19579,167
83,19616,169
84,19710,170
85,19727,171
86,19807,172
87,19856,173
88,19871,176
89,19875,177
90,19893,179
91,19911,180
92,19928,182
93,19959,184
94,19963,185
95,20161,187
96,20170,191
97,20180,195
98,20408,196
99,20510,197
100,20553,198
101,20568,199
102,20584,201
103,20600,202
104,20617,203
105,20667,205
106,20703,207
107,20721,208
108,20741,209
109,20759,210
110,20777,214
111,20797,218
112,21090,225
113,21101,227
114,21114,228
115,21125,231
116,21139,235
117,21150,239
118,21163,241
119,21174,242
120,21196,243
121,21248,244
122,21262,246
123,21712,249
124,21725,250
125,22256,252
126,22291,253
127,22344,254
128,22362,255
129,22380,256
130,22526,257
131,22551,258
132,22567,259
133,22576,260
134,22583,261
135,22586,263
136,22617,264
137,22625,265
138,22658,266
139,22703,267
140,22746,268
141,22780,269
142,22795,270
143,22926,271
144,22954,272
145,23027,273
146,23046,274
147,23066,275
148,23432,276
149,23486,277
150,23496,278
151,23636,279
152,23739,280
153,23754,281
154,23769,282
155,23784,283
156,23808,284
157,23817,285
158,23864,288
159,23891,289
160,23894,290
161,23937,292
162,23988,294
163,23994,297
164,24007,298
165,24013,300
166,24019,305
167,24047,307
168,24061,308
169,24088,309
170,24140,310
171,25147,312
172,25350,313
173,25411,314
174,25429,315
175,25446,316
176,25446,317
177,25522,318
178,25556,320
179,25699,321
180,26274,322
181,26289,323
182,26304,324
183,26365,326
184,26649,328
185,26771,329
186,26789,333
187,26803,336
188,26818,341
189,26833,347
190,26850,351
191,27457,352
192,27846,353
193,27906,354
194,28001,358
195,28011,362
196,28139,363
197,28155,364
198,28174,365
199,28208,366
200,28224,367
201,28276,368
202,28322,369
203,28338,370
204,28396,371
205,28412,372
206,28427,373
207,28442,374
208,28460,375
209,28493,376
210,28519,377
211,28741,378
212,29024,379
213,29298,382
214,29311,383
215,29933,384
216,29953,386
217,29989,389
218,30040,390
219,30045,391
220,30077,393
221,30094,394
222,30118,395
223,30132,396
224,30144,397
225,30159,399
226,30160,400
227,30170,401
228,30181,402
229,30202,403
230,30235,404
231,30284,405
232,30349,406
233,30418,407
234,30441,408
235,30489,409
236,30514,410
237,30589,411
238,30635,412
239,30659,413
240,30684,414
241,30821,415
242,30858,416
243,30878,417
244,30926,418
245,31153,419
246,31351,420
247,31608,422
248,31631,423
249,31632,424
250,31632,425
251,31659,426
252,31671,427
253,31684,428
254,31718,430
255,31756,431
256,31779,432
257,31785,434
258,32154,435
259,32182,436
260,32211,437
261,32449,438
262,32504,440
263,32780,441
264,32852,442
265,32873,444
266,33084,445
267,33347,446
268,33431,447
269,33488,448
270,33516,449
271,33556,451
272,33575,452
273,33594,453
274,33661,454
275,33663,456
276,33721,457
277,33736,458
278,33779,459
279,33808,460
280,33871,461
281,33932,462
282,33962,464
283,33963,466
284,33991,469
285,34044,470
286,34070,471
287,34133,473
288,34148,474
289,34198,477
290,34221,478
291,34536,479
292,34549,481
293,34574,482
294,34586,484
295,34620,487
296,34660,488
297,34680,489
298,34686,492
299,34701,493
300,34714,494
301,34718,496
302,34722,498
303,34737,499
304,34743,500
305,34764,502
306,34785,504
307,34830,507
308,34853,509
309,34873,513
310,34895,517
311,34995,518
312,35002,519
313,35095,520
314,35163,521
315,35167,523
316,35187,529
317,35194,530
318,35210,532
319,35232,533
320,35297,534
321,35320,535
322,35391,536
323,35457,538
324,35557,539
325,35582,540
326,35604,541
327,35676,542
328,35699,543
329,35747,544
330,35771,547
331,35795,550
332,35842,552
333,35849,553
334,35915,554
335,35963,555
336,35990,556
337,36003,557
338,36057,558
339,36197,559
340,36236,560
341,36357,561
342,36695,562
343,36720,563
344,36864,564
345,36965,566
346,37016,568
347,37031,569
348,37064,570
349,37093,571
350,37121,572
351,37148,573
352,37175,574
353,37228,575
354,37309,576
355,37338,577
356,37643,579
357,37792,580
358,37821,581
359,37834,582
360,37847,583
361,37889,584
362,37903,585
363,37930,586
364,37943,587
365,38355,588
366,38473,591
367,38589,592
368,38911,593
369,39108,598
370,39133,603
371,39158,608
372,39181,610
373,39205,612
374,39318,613
375,39332,614
376,39397,615
377,39413,616
378,39928,617
379,39945,618
380,39958,619
381,40042,620
382,40072,621
383,40121,622
384,40129,623
385,40149,624
386,40178,625
387,40248,627
388,40262,628
389,40282,630
390,40351,631
391,40420,634
392,40421,635
393,40466,637
394,40564,640
395,40598,643
396,40634,644
397,40669,648
398,40704,649
399,40788,650
400,40850,651
401,40920,654
402,40994,655
403,41035,656
404,41069,658
405,41105,659
406,41134,662
407,41164,663
408,41217,664
409,41235,665
410,41328,666
411,41358,667
412,41387,669
413,41400,675
414,41417,676
415,41424,679
416,41448,682
417,41450,683
418,41471,685
419,41494,686
420,41507,687
421,41518,690
422,41562,692
423,41742,693
424,41812,694
425,42041,695
426,42552,696
427,43103,697
428,43136,699
429,43235,700
430,43370,701
431,43415,702
432,43438,703
433,43469,704
434,43539,705
435,43572,707
436,43669,708
437,43674,710
438,43693,712
439,43847,713
440,43856,714
441,43881,715
442,43953,716
443,43962,717
444,43991,719
445,44044,720
446,44138,721
447,44156,725
448,44494,726
449,44639,728
450,44964,729
451,44993,730
452,45052,732
453,45070,733
454,45292,734
455,45320,735
456,45361,736
457,45392,737
458,45439,738
459,45447,739
460,45503,742
461,47014,743
462,47458,744
463,47475,747
464,47494,748
465,47513,749
466,47533,750
467,47795,751
468,47809,752
469,48086,753
470,48727,754
471,49018,756
472,49041,757
473,49066,759
474,49825,760
475,49864,762
476,50349,763
477,50396,764
478,51035,765
479,51110,766
480,51144,768
481,51161,769
482,51195,770
483,51301,771
484,51413,772
485,51437,773
486,51508,774
487,51530,775
488,51796,776
489,51835,777
490,52220,778
491,52640,779
492,52934,781
493,53069,782
494,54418,783
495,54628,786
496,55377,787
497,55433,788
498,55453,789
499,55474,790
500,55496,791
501,55559,792
502,55728,793
503,56283,794
504,56344,796
505,56445,798
506,56508,800
507,57061,801
508,57082,803
509,57101,805
510,57121,806
511,57144,807
512,57173,810
513,57202,811
514,57231,812
515,57502,813
516,58366,815
517,58964,817
518,59010,818
519,59034,819
520,59122,822
521,59167,823
522,59190,824
523,59212,825
524,59859,826
525,60020,827
526,60202,828
527,60319,829
528,60366,830
529,62349,831
530,62490,832
531,62614,833
532,62766,834
533,63041,836
534,63071,837
535,63612,838
536,63949,840
537,64003,841
538,64029,842
539,64035,843
540,64474,844
541,64494,845
542,64729,846
543,64793,847
544,64824,848
545,64857,849
546,64891,850
547,64924,851
548,65293,852
549,65344,853
550,65421,854
551,66007,855
552,66168,856
553,66220,857
554,66272,858
555,66297,859
556,66632,860
557,67520,861
558,67552,862
559,67583,864
560,67615,865
561,67660,866
562,67690,867
563,67741,868
564,67792,869
565,68546,872
566,68575,873
567,68709,875
568,68776,876
569,68809,877
570,69283,878
571,69629,879
572,70363,880
573,70389,882
574,71005,884
575,71060,886
576,71088,887
577,71169,888
578,71327,889
579,71949,890
580,71958,892
581,72067,894
582,74002,895
583,74023,896
584,74111,897
585,74225,898
586,74322,899
587,74394,900
588,74648,901
589,74724,902
590,74968,903
591,74999,904
592,75032,905
593,75065,906
594,75096,907
595,75128,908
596,75271,909
597,75307,910
598,75620,913
599,75655,914
600,75689,915
601,75824,916
602,75907,917
603,78739,919
604,78767,923
605,79694,928
606,79722,930
607,79751,931
608,79778,933
609,79837,938
610,80402,939
611,80429,941
612,80573,943
613,82941,944
614,82970,947
615,83115,948
616,84076,949
617,84106,950
618,84137,951
619,84169,952
620,84201,954
621,84230,955
622,84389,958
623,84453,960
624,84517,961
625,84578,962
626,84643,963
