,世代,時間,出力数,前世代までの合計
0,1st, 2 minutes 2 seconds,1,0
1,10th, 1 hours 58 minutes 51 seconds,1,1
2,13th, 2 hours 43 minutes 41 seconds,1,2
3,18th, 4 hours 6 minutes 6 seconds,1,3
4,20th, 4 hours 38 minutes 4 seconds,2,4
5,22nd, 5 hours 16 minutes 41 seconds,3,6
6,23rd, 5 hours 43 minutes 41 seconds,1,9
7,24th, 6 hours 10 minutes 11 seconds,1,10
8,26th, 6 hours 50 minutes 40 seconds,4,11
9,27th, 7 hours 7 minutes 47 seconds,1,15
10,30th, 7 hours 58 minutes 35 seconds,4,16
11,32nd, 8 hours 24 minutes 54 seconds,4,20
12,33rd, 8 hours 39 minutes 45 seconds,1,24
13,35th, 9 hours 12 minutes 53 seconds,2,25
14,36th, 9 hours 28 minutes 0 seconds,5,27
15,37th, 9 hours 44 minutes 8 seconds,2,32
16,38th, 9 hours 59 minutes 59 seconds,1,34
17,39th, 10 hours 14 minutes 56 seconds,1,35
18,40th, 10 hours 33 minutes 25 seconds,1,36
19,43rd, 11 hours 35 minutes 31 seconds,1,37
20,44th, 11 hours 55 minutes 32 seconds,1,38
21,47th, 13 hours 10 minutes 59 seconds,2,39
22,53rd, 15 hours 25 minutes 49 seconds,3,41
23,55th, 16 hours 7 minutes 31 seconds,1,44
24,58th, 17 hours 15 minutes 58 seconds,1,45
25,59th, 17 hours 37 minutes 17 seconds,1,46
26,60th, 18 hours 2 minutes 37 seconds,6,47
27,61st, 18 hours 33 minutes 51 seconds,4,53
28,63rd, 19 hours 19 minutes 52 seconds,2,57
29,64th, 19 hours 40 minutes 52 seconds,2,59
30,65th, 20 hours 2 minutes 28 seconds,1,61
31,66th, 20 hours 26 minutes 57 seconds,2,62
32,67th, 20 hours 53 minutes 11 seconds,3,64
33,68th, 21 hours 17 minutes 22 seconds,4,67
34,70th, 22 hours 6 minutes 20 seconds,6,71
35,71st, 22 hours 29 minutes 16 seconds,3,77
36,72nd, 22 hours 53 minutes 48 seconds,1,80
37,73rd, 23 hours 27 minutes 50 seconds,4,81
38,74th, 23 hours 59 minutes 10 seconds,1,85
39,75th, 24 hours 24 minutes 11 seconds,1,86
