,世代,時間,出力数,前世代までの合計
0,12th, 2 hours 14 minutes 57 seconds,1,0
1,19th, 4 hours 17 minutes 42 seconds,1,1
2,20th, 4 hours 35 minutes 6 seconds,3,2
3,21st, 4 hours 53 minutes 30 seconds,1,5
4,22nd, 5 hours 11 minutes 39 seconds,1,6
5,23rd, 5 hours 32 minutes 18 seconds,3,7
6,24th, 5 hours 56 minutes 24 seconds,3,10
7,26th, 6 hours 47 minutes 9 seconds,1,13
8,27th, 7 hours 10 minutes 13 seconds,2,14
9,28th, 7 hours 33 minutes 49 seconds,2,16
10,29th, 7 hours 59 minutes 18 seconds,2,18
11,30th, 8 hours 24 minutes 6 seconds,1,20
12,31st, 8 hours 48 minutes 14 seconds,2,21
13,32nd, 9 hours 14 minutes 9 seconds,1,23
14,36th, 10 hours 53 minutes 12 seconds,1,24
15,41st, 12 hours 56 minutes 4 seconds,1,25
16,42nd, 13 hours 18 minutes 31 seconds,1,26
17,43rd, 13 hours 40 minutes 24 seconds,1,27
18,46th, 14 hours 44 minutes 8 seconds,1,28
19,54th, 17 hours 23 minutes 27 seconds,1,29
20,58th, 18 hours 59 minutes 27 seconds,1,30
21,59th, 19 hours 25 minutes 12 seconds,2,31
22,60th, 19 hours 49 minutes 35 seconds,2,33
23,62nd, 20 hours 41 minutes 6 seconds,1,35
24,63rd, 21 hours 5 minutes 43 seconds,2,36
25,64th, 21 hours 34 minutes 36 seconds,2,38
26,65th, 22 hours 4 minutes 56 seconds,5,40
27,67th, 22 hours 58 minutes 28 seconds,1,45
28,69th, 23 hours 49 minutes 54 seconds,1,46
29,70th, 24 hours 13 minutes 59 seconds,1,47
