,0,1
0,88,1
1,122,2
2,227,3
3,880,4
4,1221,5
5,1495,6
6,1695,7
7,2174,9
8,2207,10
9,2450,11
10,2762,13
11,3022,14
12,3330,17
13,3644,18
14,3964,22
15,4147,23
16,4287,24
17,4861,25
18,4944,26
19,5404,27
20,5414,30
21,6250,31
22,6691,32
23,7131,33
24,7775,34
25,7833,35
26,8097,36
27,8429,37
28,8915,38
29,9077,39
30,9475,40
31,9484,41
32,9821,42
33,10029,43
34,10709,46
35,11222,47
36,11310,48
37,11421,50
38,11461,51
39,11858,52
40,12231,53
41,13031,55
42,13138,57
43,13767,58
44,13878,60
45,14212,63
46,14290,65
47,14693,66
48,14766,67
49,15371,71
50,15462,72
51,15754,74
52,15786,75
53,15805,76
54,16119,77
55,16189,78
56,16506,81
57,16523,82
58,16684,84
59,17388,86
60,17610,87
61,17936,88
62,18006,89
63,18168,91
64,18215,92
65,18625,93
66,18699,94
67,19001,97
68,19153,102
69,19251,103
70,19938,106
71,20013,108
72,20621,109
73,20926,110
74,21384,113
75,21574,115
76,21658,116
77,21905,117
78,22063,119
79,22211,120
80,22487,125
81,22494,128
82,22569,129
83,22907,130
84,22941,134
85,23543,135
86,23589,141
87,23923,143
88,24002,148
89,24238,149
90,24429,150
91,24574,156
92,24640,160
93,24940,163
94,25265,165
95,25437,168
96,25538,170
97,25667,171
98,25813,173
99,25851,174
100,25852,175
101,26132,176
102,26572,183
103,26679,184
104,26986,186
105,27089,187
106,27126,188
107,27229,190
108,27473,194
109,27979,195
110,28223,197
111,28232,198
112,28499,199
113,28541,203
114,28715,207
115,28758,209
116,28873,210
117,29272,211
118,29373,215
119,29660,220
120,29738,224
121,30246,225
122,30294,229
123,30363,230
124,30396,231
125,30441,232
126,30753,237
127,30944,241
128,31185,242
129,31476,243
130,31546,244
131,31657,247
132,31694,249
133,32009,250
134,32360,251
135,32475,252
136,32524,254
137,32555,259
138,32878,266
139,33092,267
140,33173,269
141,33249,270
142,33330,271
143,33553,273
144,33596,274
145,34080,279
146,34339,280
147,34432,284
148,34590,289
149,34692,292
150,34939,293
151,35048,295
152,35823,296
153,35949,301
154,35999,302
155,36039,306
156,36098,308
157,36896,309
158,37054,312
159,37166,314
160,37202,319
161,37214,322
162,38005,323
163,38303,325
164,38447,327
165,38642,330
166,38685,335
167,39159,337
168,39192,338
169,39539,342
170,39809,343
171,39893,347
172,39934,350
173,39986,351
174,40165,353
175,40773,354
176,41057,357
177,41173,358
178,41285,359
179,41306,363
180,41731,364
181,41815,368
182,41826,369
183,42336,373
184,42707,374
185,42932,375
186,43178,377
187,43632,381
188,43907,382
189,43963,383
190,44263,384
191,44818,391
192,44845,392
193,45171,393
194,45461,395
195,45984,399
196,46015,403
197,46340,404
198,46564,405
199,47068,408
200,47072,409
201,47103,411
202,47305,412
203,47365,414
204,47459,416
205,47670,417
206,47778,419
207,47789,420
208,47911,421
209,48316,423
210,48579,426
211,48830,429
212,48855,431
213,48869,432
214,49224,433
215,49622,435
216,49782,436
217,50308,437
218,50764,441
219,50967,443
220,51541,444
221,51655,446
222,51893,453
223,52950,454
224,53048,455
225,53235,459
226,53731,465
227,53945,471
228,54231,477
229,54334,478
230,54662,481
231,54971,484
232,55141,487
233,55469,488
234,55549,491
235,55651,493
236,55805,494
237,55961,501
238,56643,503
239,57011,504
240,57427,506
241,57660,509
242,57690,510
243,58023,515
244,58051,516
245,58640,517
246,58932,524
247,59269,525
248,59480,529
249,60075,531
250,60331,532
251,60705,533
252,60838,535
253,61007,538
254,61974,540
255,62158,541
256,62178,542
257,62307,544
258,62330,545
259,62607,546
260,62834,547
261,63437,548
262,64405,550
263,64703,552
264,64834,553
265,64957,559
266,65321,561
267,65810,562
268,66275,566
269,66484,567
270,66816,569
271,66831,573
272,66943,575
273,67028,576
274,67316,577
275,68210,579
276,68367,580
277,68382,581
278,68553,583
279,69419,585
280,69483,586
281,69592,588
282,69783,589
283,69912,591
284,70203,593
285,70440,594
286,70698,598
287,70852,600
288,71315,601
289,71375,603
290,71925,604
291,72081,606
292,72148,607
293,73412,608
294,73416,611
295,73447,613
296,73617,615
297,73724,618
298,73896,619
299,74466,620
300,74884,628
301,75016,630
302,75093,631
303,75108,635
304,75191,638
305,75202,639
306,75535,640
307,75943,642
308,76214,645
309,76642,649
310,76764,650
311,77542,653
312,77676,655
313,78013,656
314,78306,657
315,78363,658
316,79496,663
317,79526,664
318,79580,670
319,79671,672
320,80013,673
321,80956,676
322,81013,678
323,81188,680
324,81618,683
325,82332,686
326,82428,687
327,82708,688
328,82826,689
329,83046,690
330,83605,692
331,84171,694
332,84292,698
333,84470,702
334,85266,706
335,85451,708
336,85488,712
337,85794,713
338,86350,714
