,世代,時間,出力数,前世代までの合計
0,1st, 5 seconds,2,0
1,5th, 28 seconds,1,2
2,6th, 34 seconds,1,3
3,7th, 37 seconds,3,4
4,8th, 43 seconds,3,7
5,9th, 47 seconds,2,10
6,10th, 51 seconds,3,12
7,11th, 56 seconds,1,15
8,12th, 1 minutes 0 seconds,1,16
9,14th, 1 minutes 11 seconds,1,17
10,15th, 1 minutes 18 seconds,1,18
11,17th, 1 minutes 30 seconds,1,19
12,18th, 1 minutes 37 seconds,1,20
13,25th, 2 minutes 17 seconds,1,21
14,28th, 2 minutes 37 seconds,1,22
15,44th, 4 minutes 40 seconds,1,23
16,47th, 5 minutes 5 seconds,1,24
17,56th, 6 minutes 20 seconds,1,25
18,57th, 6 minutes 28 seconds,1,26
19,60th, 6 minutes 54 seconds,1,27
20,78th, 9 minutes 30 seconds,1,28
21,84th, 10 minutes 33 seconds,1,29
22,109th, 14 minutes 55 seconds,1,30
23,120th, 16 minutes 53 seconds,1,31
24,121st, 17 minutes 4 seconds,1,32
25,123rd, 17 minutes 24 seconds,1,33
26,132nd, 18 minutes 53 seconds,1,34
27,146th, 21 minutes 22 seconds,2,35
28,169th, 25 minutes 54 seconds,1,37
29,189th, 30 minutes 28 seconds,1,38
30,191st, 30 minutes 55 seconds,1,39
31,196th, 32 minutes 1 seconds,1,40
32,239th, 42 minutes 3 seconds,1,41
33,241st, 42 minutes 34 seconds,1,42
34,245th, 43 minutes 35 seconds,1,43
35,250th, 44 minutes 49 seconds,1,44
36,256th, 46 minutes 19 seconds,1,45
37,259th, 47 minutes 4 seconds,1,46
38,271st, 49 minutes 54 seconds,1,47
39,277th, 51 minutes 26 seconds,1,48
40,292nd, 55 minutes 14 seconds,1,49
41,297th, 56 minutes 30 seconds,1,50
42,310th, 59 minutes 46 seconds,1,51
43,317th, 1 hours 1 minutes 41 seconds,1,52
44,319th, 1 hours 2 minutes 13 seconds,1,53
45,333rd, 1 hours 5 minutes 55 seconds,2,54
46,337th, 1 hours 6 minutes 57 seconds,1,56
47,343rd, 1 hours 8 minutes 43 seconds,1,57
48,352nd, 1 hours 11 minutes 24 seconds,1,58
49,355th, 1 hours 12 minutes 19 seconds,1,59
50,358th, 1 hours 13 minutes 10 seconds,1,60
51,362nd, 1 hours 14 minutes 18 seconds,1,61
52,366th, 1 hours 15 minutes 29 seconds,1,62
53,374th, 1 hours 17 minutes 55 seconds,1,63
54,411th, 1 hours 29 minutes 18 seconds,1,64
55,419th, 1 hours 31 minutes 40 seconds,1,65
56,420th, 1 hours 31 minutes 58 seconds,1,66
57,440th, 1 hours 38 minutes 59 seconds,1,67
58,445th, 1 hours 40 minutes 47 seconds,1,68
59,450th, 1 hours 42 minutes 37 seconds,1,69
60,460th, 1 hours 46 minutes 14 seconds,1,70
61,472nd, 1 hours 50 minutes 26 seconds,1,71
62,474th, 1 hours 51 minutes 13 seconds,1,72
63,480th, 1 hours 53 minutes 23 seconds,1,73
