,0,1
0,2,1
1,4,2
2,5,4
3,5,5
4,15,7
5,16,8
6,16,11
7,16,12
8,18,15
9,21,16
10,22,19
11,22,20
12,22,22
13,23,24
14,24,25
15,25,26
16,26,27
17,28,31
18,28,32
19,28,35
20,29,38
21,31,40
22,33,42
23,34,43
24,34,44
25,35,46
26,36,47
27,36,49
28,37,52
29,37,53
30,39,56
31,39,58
32,40,60
33,40,62
34,41,67
35,43,68
36,43,71
37,43,76
38,44,77
39,45,79
40,46,80
41,47,82
42,48,84
43,48,85
44,49,88
45,51,91
46,52,92
47,53,93
48,54,102
49,55,103
50,56,104
51,56,105
52,60,107
53,60,108
54,60,113
55,61,115
56,61,117
57,64,119
58,66,121
59,67,124
60,68,126
61,68,127
62,69,130
63,69,131
64,70,132
65,71,133
66,72,136
67,73,137
68,73,140
69,75,144
70,75,148
71,77,153
72,78,154
73,78,157
74,79,158
75,80,159
76,82,160
77,83,162
78,83,163
79,83,165
80,86,166
81,88,167
82,88,169
83,88,170
84,90,171
85,90,177
86,90,179
87,94,180
88,94,184
89,94,185
90,95,187
91,96,188
92,96,193
93,97,194
94,100,195
95,100,202
96,101,203
97,101,206
98,104,207
99,105,209
100,106,213
101,107,217
102,109,218
103,113,220
104,114,221
105,116,222
106,116,223
107,117,224
108,118,225
109,118,226
110,121,229
111,126,232
112,133,233
113,133,236
114,137,237
115,138,238
116,138,239
117,144,240
118,155,242
119,157,243
120,158,244
121,167,246
122,167,247
123,173,252
124,177,253
125,185,256
126,191,257
127,199,259
128,211,261
129,218,262
130,219,265
131,229,266
132,239,267
133,239,268
134,239,269
135,241,270
136,248,271
137,255,274
138,268,275
139,275,276
140,280,277
141,293,278
142,305,279
143,305,280
144,306,281
145,317,282
146,320,283
147,330,284
148,333,285
149,342,286
150,344,287
151,356,289
152,361,290
153,367,291
154,376,292
155,380,293
156,383,294
157,385,295
158,385,298
159,387,299
160,388,300
161,392,301
162,413,302
163,414,303
164,424,304
165,425,305
166,426,308
167,427,309
168,438,310
169,440,311
170,444,312
171,447,313
172,454,314
173,501,315
174,505,316
175,516,317
176,533,318
177,534,319
178,535,320
179,540,321
180,544,322
181,554,323
182,556,324
183,564,325
184,570,326
185,577,328
186,580,330
187,582,331
188,588,333
189,599,334
190,630,336
191,633,337
192,657,338
193,658,339
194,669,340
195,676,341
196,690,342
197,710,343
198,711,344
199,716,345
200,720,346
201,721,347
202,784,348
203,786,349
204,813,350
205,818,351
206,822,354
207,828,355
208,840,356
209,870,357
210,876,358
211,893,359
212,895,360
213,924,361
214,929,363
215,931,364
216,939,365
217,958,366
218,968,367
219,973,368
220,983,369
221,985,370
222,1002,371
223,1009,372
224,1013,373
225,1014,374
226,1018,375
227,1024,376
228,1029,377
229,1044,378
230,1055,379
231,1081,380
232,1096,381
233,1121,382
234,1121,383
235,1133,384
236,1139,385
237,1139,386
238,1159,388
239,1166,389
240,1169,390
241,1179,391
242,1179,392
243,1188,393
244,1195,394
245,1199,396
246,1200,397
247,1211,399
248,1230,401
249,1234,403
250,1246,405
251,1258,407
252,1269,408
253,1282,410
254,1305,411
255,1328,412
256,1340,413
257,1346,414
258,1355,415
259,1362,416
260,1394,417
261,1417,418
262,1433,419
263,1436,420
264,1444,421
265,1454,422
266,1475,423
267,1501,424
268,1519,425
269,1523,426
270,1531,427
271,1539,428
272,1546,429
273,1554,430
274,1564,431
275,1565,432
276,1581,433
277,1585,434
278,1602,435
279,1629,436
280,1641,437
281,1645,438
282,1651,441
283,1653,442
284,1663,443
285,1663,444
286,1682,445
287,1707,446
288,1727,447
289,1744,449
290,1751,450
291,1786,451
292,1796,452
293,1828,453
294,1830,454
295,1849,455
296,1854,456
297,1855,457
298,1860,458
299,1904,459
300,1921,460
301,1933,461
302,1943,462
303,1954,463
304,1955,464
305,1966,465
306,1985,466
307,1992,467
308,2026,468
309,2079,469
310,2118,470
311,2138,471
312,2145,472
313,2197,473
314,2225,474
315,2265,476
316,2322,477
317,2324,478
318,2327,479
319,2337,480
320,2357,482
321,2362,483
322,2369,484
323,2371,485
324,2390,486
325,2397,487
326,2408,488
327,2441,489
328,2452,490
329,2470,491
330,2472,492
331,2478,493
332,2486,494
333,2489,496
334,2497,497
335,2523,498
336,2537,499
337,2554,500
338,2568,501
339,2577,502
340,2596,503
341,2615,504
342,2629,505
343,2636,506
344,2652,507
345,2670,508
346,2689,509
347,2691,510
348,2698,511
349,2732,513
350,2751,515
351,2766,516
352,2769,517
353,2770,518
354,2779,519
355,2784,520
356,2824,521
357,2847,522
358,2863,523
359,2897,524
360,2904,525
361,2960,526
362,2977,527
363,2977,528
364,2980,529
365,2994,530
366,3000,531
367,3017,532
368,3024,533
369,3086,534
370,3097,535
371,3115,536
372,3116,537
373,3144,538
374,3146,539
375,3149,540
376,3162,541
377,3189,542
378,3234,546
379,3246,547
380,3250,548
381,3253,549
382,3296,550
383,3308,551
384,3313,552
385,3314,553
386,3335,554
387,3345,555
388,3355,557
389,3374,559
390,3383,561
391,3390,562
392,3394,563
393,3395,564
394,3416,565
395,3429,566
396,3429,567
397,3434,568
398,3438,570
399,3446,571
400,3458,572
401,3474,573
402,3478,575
403,3486,576
404,3501,577
405,3504,578
406,3529,579
407,3561,580
408,3584,581
409,3586,582
410,3610,583
411,3617,584
412,3636,585
413,3663,586
414,3701,587
415,3728,588
416,3731,589
417,3733,590
418,3769,591
419,3769,592
420,3812,593
421,3825,594
422,3845,596
423,3877,597
424,3898,598
425,3900,599
426,3903,600
427,3923,601
428,3954,602
429,3955,604
430,4000,605
431,4017,606
432,4028,607
433,4031,608
434,4044,609
435,4051,610
436,4123,611
437,4137,612
438,4153,614
439,4171,615
440,4193,616
441,4210,618
442,4215,619
443,4218,620
444,4284,621
445,4307,622
446,4339,623
447,4361,624
448,4380,625
449,4390,626
450,4397,627
451,4401,628
452,4438,629
453,4442,630
454,4445,631
455,4458,632
456,4493,633
457,4513,634
458,4516,635
459,4529,636
460,4535,637
461,4536,638
462,4556,639
463,4568,640
464,4584,641
465,4586,643
466,4624,644
467,4675,645
468,4677,646
469,4716,647
470,4812,648
471,4815,649
472,4824,650
473,4855,651
474,4865,652
475,4866,653
476,4968,654
477,4985,655
478,4990,657
479,5012,658
480,5017,659
481,5032,660
482,5139,661
483,5210,662
484,5243,663
485,5255,665
486,5283,666
487,5302,667
488,5310,668
489,5320,669
490,5324,670
491,5328,671
492,5346,672
493,5349,673
494,5358,674
495,5365,675
496,5370,676
497,5402,677
498,5433,678
499,5458,680
500,5477,681
501,5497,682
502,5499,683
503,5500,684
504,5518,685
505,5533,686
506,5622,687
507,5643,688
508,5652,689
509,5673,690
510,5721,691
511,5733,692
512,5757,693
513,5759,694
514,5813,695
515,5819,696
516,5842,697
517,5897,698
518,5937,699
519,5939,700
520,5980,701
521,6047,702
522,6062,703
523,6082,704
524,6107,705
525,6157,706
526,6232,707
527,6339,709
528,6374,710
529,6390,711
530,6397,712
531,6417,713
532,6428,714
533,6444,715
534,6507,716
535,6552,717
536,6601,718
537,6605,719
538,6617,720
