,0,1
0,12,3
1,14,4
2,15,5
3,15,7
4,16,9
5,17,10
6,37,11
7,44,13
8,47,14
9,56,16
10,61,17
11,63,20
12,66,24
13,66,25
14,67,28
15,69,32
16,80,33
17,82,34
18,86,41
19,86,44
20,86,50
21,88,51
22,95,55
23,96,58
24,106,64
25,107,67
26,109,70
27,110,75
28,110,77
29,110,80
30,110,82
31,118,90
32,121,92
33,122,96
34,127,98
35,129,105
36,132,111
37,134,112
38,138,116
39,140,117
40,140,123
41,144,124
42,150,129
43,150,135
44,151,136
45,155,139
46,158,140
47,159,147
48,162,150
49,163,151
50,166,159
51,167,163
52,171,167
53,172,168
54,179,172
55,179,176
56,182,181
57,188,186
58,190,187
59,191,188
60,191,189
61,192,195
62,196,200
63,200,206
64,205,212
65,205,213
66,216,219
67,216,222
68,217,223
69,218,226
70,222,227
71,225,229
72,230,230
73,238,235
74,242,237
75,242,239
76,245,241
77,249,242
78,249,244
79,252,247
80,265,250
81,266,251
82,269,252
83,275,253
84,279,256
85,280,261
86,281,264
87,283,265
88,289,267
89,294,272
90,298,274
91,301,276
92,306,278
93,311,279
94,315,284
95,318,285
96,326,288
97,327,289
98,335,290
99,336,292
100,342,296
101,353,297
102,354,298
103,355,302
104,359,303
105,365,304
106,367,305
107,369,306
108,380,309
109,385,310
110,386,311
111,390,313
112,390,314
113,396,316
114,397,318
115,405,319
116,405,320
117,423,321
118,425,323
119,431,326
120,433,327
121,436,329
122,447,330
123,452,332
124,457,333
125,462,337
126,463,339
127,463,340
128,471,341
129,480,343
130,485,344
131,491,346
132,498,350
133,499,351
134,504,353
135,506,355
136,514,356
137,516,357
138,518,358
139,532,360
140,543,362
141,552,363
142,559,364
143,564,365
144,600,367
145,607,368
146,610,369
147,618,370
148,628,371
149,632,372
150,635,374
151,640,375
152,659,376
153,674,378
154,674,379
155,685,380
156,687,381
157,690,382
158,694,383
159,707,384
160,713,388
161,714,389
162,717,391
163,733,392
164,740,393
165,749,394
166,752,396
167,758,398
168,764,399
169,796,400
170,800,401
171,806,403
172,808,404
173,808,405
174,808,406
175,819,408
176,829,411
177,836,412
178,836,413
179,840,414
180,848,417
181,851,418
182,862,420
183,866,422
184,871,423
185,873,424
186,881,425
187,893,426
188,894,427
189,895,431
190,905,434
191,930,435
192,946,439
193,950,440
194,955,441
195,962,444
196,966,445
197,982,446
198,985,447
199,995,448
200,1009,449
201,1020,450
202,1024,451
203,1033,452
204,1038,453
205,1041,454
206,1044,455
207,1053,456
208,1068,457
209,1072,459
210,1078,460
211,1083,461
212,1086,463
213,1097,466
214,1108,467
215,1115,469
216,1118,470
217,1132,472
218,1144,473
219,1153,476
220,1164,478
221,1174,480
222,1180,482
223,1188,484
224,1189,487
225,1199,488
226,1209,490
227,1214,491
228,1217,493
229,1227,495
230,1230,496
231,1230,498
232,1267,499
233,1274,500
234,1304,502
235,1309,505
236,1316,506
237,1319,513
238,1324,514
239,1346,515
240,1353,517
241,1363,518
242,1365,519
243,1376,520
244,1398,521
245,1399,523
246,1408,524
247,1440,525
248,1445,529
249,1449,530
250,1484,531
251,1488,532
252,1492,535
253,1497,537
254,1504,538
255,1521,539
256,1534,543
257,1534,545
258,1540,546
259,1545,547
260,1547,548
261,1564,549
262,1592,550
263,1604,551
264,1616,553
265,1623,554
266,1624,555
267,1639,556
268,1639,557
269,1640,558
270,1658,559
271,1667,561
272,1671,562
273,1684,563
274,1688,564
275,1690,565
276,1691,567
277,1705,569
278,1707,570
279,1720,571
280,1724,572
281,1737,573
282,1740,574
283,1742,575
284,1748,576
285,1764,577
286,1771,578
287,1785,580
288,1786,582
289,1791,583
290,1793,585
291,1800,587
292,1807,588
293,1810,589
294,1822,591
295,1834,592
296,1836,597
297,1839,599
298,1841,601
299,1862,605
300,1862,606
301,1881,609
302,1882,612
303,1882,620
304,1889,623
305,1892,626
306,1915,627
307,1922,628
308,1932,631
309,1938,632
310,1941,635
311,1942,636
312,1969,638
313,1980,639
314,1984,642
315,1987,644
316,1990,647
317,2011,648
318,2018,650
319,2025,651
320,2033,652
321,2043,655
322,2061,658
323,2065,661
324,2070,662
325,2089,663
326,2094,664
327,2102,667
328,2114,669
329,2139,670
330,2143,674
331,2151,675
332,2154,676
333,2154,677
334,2163,679
335,2187,680
336,2195,683
337,2196,684
338,2228,685
339,2230,686
340,2244,687
341,2249,688
342,2269,689
343,2272,690
344,2273,691
345,2280,692
346,2288,693
347,2294,694
348,2305,696
349,2326,697
350,2336,698
351,2343,699
352,2356,700
353,2358,701
354,2372,702
355,2393,703
356,2396,705
357,2408,706
358,2417,707
359,2431,708
360,2437,711
361,2459,713
362,2474,715
363,2477,716
364,2479,717
365,2492,718
366,2521,720
367,2532,721
368,2534,722
369,2535,723
370,2562,724
371,2565,725
372,2574,726
373,2580,727
374,2583,728
375,2586,729
376,2604,732
377,2665,733
378,2677,734
379,2684,739
380,2691,741
381,2698,742
382,2740,745
383,2745,746
384,2772,747
385,2788,748
386,2797,750
387,2801,751
388,2820,754
389,2846,755
390,2872,758
391,2875,759
392,2883,760
393,2889,762
394,2916,763
395,2917,764
396,2924,767
397,2936,770
398,2939,771
399,2942,772
400,2942,774
401,2958,775
402,2959,776
403,2975,778
404,2975,781
405,2983,782
406,3001,783
407,3017,785
408,3018,788
409,3025,789
410,3044,790
411,3049,791
412,3069,792
413,3077,793
414,3080,797
415,3088,798
416,3104,799
417,3107,800
418,3137,802
419,3141,803
420,3142,806
421,3145,807
422,3151,808
423,3184,809
424,3187,810
425,3194,812
426,3202,815
427,3227,816
428,3229,817
429,3239,818
430,3239,819
431,3242,822
432,3249,824
433,3253,827
434,3257,828
435,3276,832
436,3299,834
437,3305,835
438,3323,837
439,3361,840
440,3374,841
441,3382,842
442,3402,843
443,3410,844
444,3416,848
445,3438,849
446,3448,850
447,3453,852
448,3454,853
449,3478,854
450,3483,855
451,3502,856
452,3505,857
453,3507,858
454,3535,859
455,3552,860
456,3594,863
457,3610,864
458,3610,867
459,3613,868
460,3635,869
461,3647,870
462,3649,871
463,3662,873
464,3677,874
465,3677,875
466,3702,877
467,3714,878
468,3738,879
469,3745,880
470,3764,881
471,3780,883
472,3817,884
473,3852,885
474,3880,886
475,3884,887
476,3896,888
477,3941,889
478,3943,890
479,3969,891
480,3989,892
481,4008,894
482,4066,895
483,4074,896
484,4089,897
485,4120,898
486,4122,899
487,4123,900
488,4153,901
489,4178,902
490,4180,903
491,4185,906
492,4195,907
493,4227,908
494,4227,909
495,4240,910
496,4243,915
497,4283,917
498,4298,918
499,4336,919
500,4359,920
501,4367,921
502,4398,922
503,4412,924
504,4456,927
505,4457,928
506,4505,929
507,4508,930
508,4516,931
509,4526,933
510,4528,934
511,4569,935
512,4577,936
513,4601,937
514,4609,939
515,4637,940
516,4654,941
517,4659,942
518,4661,943
519,4702,944
520,4711,946
521,4733,947
522,4752,948
523,4755,949
524,4755,951
525,4836,952
526,4864,953
527,4922,955
528,5023,956
529,5028,957
530,5036,958
531,5052,960
532,5085,962
533,5144,963
534,5152,964
535,5181,965
536,5202,966
537,5205,967
538,5228,968
539,5264,970
540,5328,971
541,5340,972
542,5385,973
543,5505,974
544,5509,975
545,5515,976
546,5580,977
547,5604,979
548,5628,981
549,5691,982
550,5751,984
551,5811,985
552,5902,987
553,5931,988
554,6002,989
555,6050,990
556,6113,991
557,6244,992
558,6274,993
559,6957,994
560,7220,996
561,7309,997
562,7486,998
563,7770,1000
