,0,1
0,1005,1
1,1005,2
2,1064,4
3,1064,6
4,1445,7
5,1625,9
6,1625,11
7,1625,13
8,1625,15
9,1794,16
10,1991,17
11,3529,19
12,3529,21
13,3703,24
14,3703,27
15,3785,28
16,4326,29
17,5230,30
18,5242,33
19,5242,36
20,5257,38
21,5257,40
22,5681,41
23,8333,43
24,8333,45
25,9221,47
26,9718,48
27,9963,50
28,9963,52
29,10704,53
30,10797,55
31,11950,56
32,13159,60
33,13159,64
34,13708,65
35,15870,69
36,15870,73
37,16604,75
38,18237,77
39,18628,78
40,19540,80
41,19540,82
42,19565,83
43,19624,84
44,19675,85
45,19695,86
46,19715,87
47,20941,93
48,21574,94
49,22931,96
50,22940,99
51,23097,101
52,23158,103
53,23158,105
54,24059,109
55,24129,110
56,24744,115
57,24744,120
58,24744,125
59,25791,130
60,25791,135
61,25802,140
62,26197,144
63,26197,148
64,26343,149
65,26753,153
66,26753,157
67,26824,159
68,27162,161
69,27253,163
70,28376,164
71,28594,168
72,28733,169
73,28759,171
74,28800,173
75,28886,179
76,28886,185
77,28901,190
78,28901,195
79,28921,197
80,28934,203
81,28962,204
82,29040,205
83,29119,206
84,29683,210
85,29683,214
86,29683,218
87,29683,222
88,29934,225
89,29978,226
90,30490,227
91,30627,228
92,32329,233
93,32329,238
94,32341,239
95,33055,241
96,33426,247
97,33426,253
98,33426,259
99,33440,266
100,33440,273
101,33440,280
102,33440,287
103,33455,297
104,33455,307
105,33910,309
106,33910,311
107,34552,317
108,34826,321
109,34841,327
110,34841,333
111,34841,339
112,36512,341
113,36577,342
114,37989,344
115,38323,345
116,39385,346
117,39744,347
118,40186,348
119,40928,350
120,41117,354
121,41138,355
122,41250,359
123,41250,363
124,42610,364
125,43977,365
126,44472,366
127,45937,367
128,46541,369
129,46558,372
130,46558,375
131,46558,378
132,46577,379
133,46599,380
134,46624,385
135,46624,390
136,46624,395
137,46624,400
138,46624,405
139,47062,406
140,48474,413
141,48474,420
142,48474,427
143,48474,434
144,49972,435
145,50022,440
146,50022,445
147,50022,450
148,50022,455
149,50049,457
150,50300,463
151,50300,469
152,50300,475
153,50300,481
154,50300,487
155,50300,493
156,50570,497
157,50570,501
158,50716,504
159,51768,505
160,53957,508
161,53957,511
162,53957,514
163,53986,517
164,53986,520
165,53986,523
166,54913,525
167,54942,532
168,54942,539
169,54942,546
170,54942,553
171,54942,560
172,56408,567
173,56408,574
174,56408,581
175,56408,588
176,56408,595
177,56408,602
178,57876,605
179,57876,608
180,57904,612
181,57904,616
182,58831,624
183,58831,632
184,58831,640
185,58858,641
186,58887,645
187,61177,651
188,61177,657
189,61177,663
190,61177,669
191,61177,675
192,62108,680
193,62108,685
194,62138,689
195,62163,698
196,62163,707
197,62163,716
198,62163,725
199,65488,726
200,72934,728
201,72934,730
202,74407,732
203,82210,733
