,世代,時間,出力数,前世代までの合計
0,1st, 20 seconds,1,0
1,2nd, 1 hours 39 seconds,1,1
2,6th, 2 hours 33 minutes 26 seconds,1,2
3,7th, 2 hours 34 minutes 13 seconds,1,3
4,8th, 2 hours 37 minutes 52 seconds,1,4
5,9th, 2 hours 41 minutes 33 seconds,2,5
6,12th, 2 hours 52 minutes 52 seconds,1,7
7,13th, 2 hours 56 minutes 38 seconds,2,8
8,14th, 3 hours 3 minutes 25 seconds,1,10
9,16th, 3 hours 17 minutes 0 seconds,3,11
10,18th, 3 hours 39 minutes 39 seconds,2,14
11,21st, 4 hours 3 minutes 2 seconds,2,16
12,25th, 5 hours 36 minutes 25 seconds,2,18
13,26th, 5 hours 49 minutes 16 seconds,2,20
14,29th, 6 hours 36 minutes 45 seconds,3,22
15,30th, 6 hours 40 minutes 28 seconds,3,25
16,31st, 6 hours 53 minutes 15 seconds,1,28
17,34th, 8 hours 4 minutes 47 seconds,1,29
18,35th, 8 hours 29 minutes 42 seconds,3,30
19,36th, 9 hours 15 minutes 36 seconds,2,33
20,37th, 9 hours 25 minutes 22 seconds,2,35
21,39th, 9 hours 48 minutes 4 seconds,1,37
22,40th, 10 hours 9 minutes 57 seconds,1,38
23,42nd, 10 hours 59 minutes 43 seconds,2,39
24,43rd, 11 hours 27 minutes 38 seconds,1,41
25,46th, 12 hours 42 minutes 28 seconds,1,42
26,48th, 12 hours 44 minutes 21 seconds,1,43
27,49th, 12 hours 45 minutes 15 seconds,2,44
28,50th, 12 hours 49 minutes 15 seconds,3,46
29,52nd, 12 hours 54 minutes 11 seconds,2,49
30,55th, 13 hours 3 minutes 4 seconds,2,51
31,57th, 13 hours 25 minutes 54 seconds,2,53
32,61st, 13 hours 38 minutes 32 seconds,1,55
33,64th, 13 hours 47 minutes 21 seconds,3,56
34,70th, 14 hours 5 minutes 20 seconds,1,59
35,71st, 14 hours 6 minutes 19 seconds,3,60
36,72nd, 14 hours 10 minutes 12 seconds,1,63
37,73rd, 14 hours 11 minutes 14 seconds,1,64
38,74th, 14 hours 12 minutes 10 seconds,1,65
39,76th, 14 hours 22 minutes 52 seconds,1,66
40,78th, 14 hours 36 minutes 38 seconds,5,67
41,80th, 14 hours 50 minutes 27 seconds,2,72
42,81st, 15 hours 47 seconds,1,74
43,82nd, 15 hours 8 minutes 0 seconds,1,75
44,83rd, 15 hours 20 minutes 54 seconds,2,76
45,84th, 15 hours 37 minutes 3 seconds,1,78
46,85th, 15 hours 49 minutes 54 seconds,2,79
47,86th, 16 hours 8 minutes 49 seconds,1,81
48,87th, 16 hours 39 minutes 44 seconds,1,82
49,88th, 17 hours 4 minutes 33 seconds,2,83
50,90th, 17 hours 30 minutes 17 seconds,1,85
51,91st, 18 hours 31 minutes 12 seconds,1,86
52,93rd, 19 hours 2 minutes 54 seconds,1,87
53,98th, 20 hours 19 minutes 10 seconds,2,88
54,99th, 20 hours 29 minutes 13 seconds,2,90
55,101st, 20 hours 46 minutes 18 seconds,1,92
56,102nd, 20 hours 59 minutes 22 seconds,1,93
57,103rd, 21 hours 6 minutes 12 seconds,2,94
58,104th, 21 hours 13 minutes 1 seconds,3,96
59,106th, 21 hours 31 minutes 57 seconds,1,99
