,世代,時間,出力数,前世代までの合計
0,9th, 56 seconds,1,0
1,20th, 2 minutes 23 seconds,1,1
2,22nd, 2 minutes 40 seconds,1,2
3,32nd, 7 minutes 8 seconds,1,3
4,68th, 12 minutes 53 seconds,2,4
5,73rd, 13 minutes 44 seconds,2,6
6,83rd, 15 minutes 35 seconds,2,8
7,86th, 16 minutes 11 seconds,1,10
8,88th, 16 minutes 34 seconds,1,11
9,90th, 16 minutes 55 seconds,1,12
10,97th, 21 minutes 15 seconds,1,13
11,98th, 21 minutes 26 seconds,2,14
12,103rd, 22 minutes 27 seconds,1,16
13,106th, 23 minutes 5 seconds,1,17
14,107th, 23 minutes 17 seconds,1,18
15,110th, 23 minutes 56 seconds,1,19
16,115th, 25 minutes 10 seconds,1,20
17,116th, 25 minutes 26 seconds,3,21
18,117th, 25 minutes 41 seconds,2,24
19,120th, 26 minutes 25 seconds,1,26
20,122nd, 26 minutes 54 seconds,1,27
21,129th, 28 minutes 36 seconds,1,28
22,131st, 29 minutes 5 seconds,2,29
23,132nd, 29 minutes 20 seconds,2,31
24,141st, 31 minutes 37 seconds,1,33
25,142nd, 31 minutes 51 seconds,1,34
26,147th, 33 minutes 11 seconds,1,35
27,149th, 33 minutes 43 seconds,1,36
28,167th, 47 minutes 28 seconds,1,37
29,168th, 47 minutes 45 seconds,1,38
30,172nd, 48 minutes 57 seconds,1,39
31,179th, 51 minutes 3 seconds,1,40
32,182nd, 51 minutes 55 seconds,1,41
33,184th, 52 minutes 32 seconds,2,42
34,191st, 54 minutes 43 seconds,1,44
35,210th, 1 hours 55 seconds,1,45
36,213th, 1 hours 1 minutes 59 seconds,1,46
37,219th, 1 hours 4 minutes 10 seconds,1,47
38,227th, 1 hours 7 minutes 5 seconds,2,48
39,232nd, 1 hours 9 minutes 0 seconds,2,50
40,240th, 1 hours 12 minutes 9 seconds,1,52
41,243rd, 1 hours 13 minutes 21 seconds,1,53
42,244th, 1 hours 13 minutes 46 seconds,1,54
43,257th, 1 hours 19 minutes 5 seconds,1,55
44,259th, 1 hours 19 minutes 56 seconds,1,56
45,274th, 1 hours 35 minutes 29 seconds,1,57
46,277th, 1 hours 36 minutes 49 seconds,2,58
47,281st, 1 hours 38 minutes 37 seconds,1,60
48,291st, 1 hours 43 minutes 8 seconds,1,61
49,292nd, 1 hours 43 minutes 37 seconds,2,62
50,307th, 1 hours 50 minutes 51 seconds,1,64
51,319th, 1 hours 59 minutes 49 seconds,2,65
52,336th, 2 hours 8 minutes 19 seconds,1,67
53,337th, 2 hours 8 minutes 51 seconds,1,68
54,341st, 2 hours 10 minutes 54 seconds,1,69
55,344th, 2 hours 12 minutes 25 seconds,1,70
56,345th, 2 hours 12 minutes 56 seconds,1,71
57,346th, 2 hours 13 minutes 29 seconds,1,72
58,347th, 2 hours 13 minutes 59 seconds,1,73
59,348th, 2 hours 14 minutes 31 seconds,1,74
60,355th, 2 hours 18 minutes 16 seconds,2,75
61,358th, 2 hours 19 minutes 57 seconds,1,77
62,360th, 2 hours 21 minutes 3 seconds,1,78
63,365th, 2 hours 23 minutes 51 seconds,1,79
64,381st, 2 hours 32 minutes 50 seconds,2,80
65,405th, 2 hours 46 minutes 15 seconds,1,82
66,407th, 2 hours 47 minutes 24 seconds,2,83
67,454th, 3 hours 19 minutes 8 seconds,1,85
68,455th, 3 hours 19 minutes 46 seconds,1,86
69,468th, 3 hours 28 minutes 18 seconds,1,87
70,474th, 3 hours 32 minutes 23 seconds,1,88
71,476th, 3 hours 33 minutes 48 seconds,1,89
72,493rd, 3 hours 46 minutes 1 seconds,2,90
