,世代,時間,出力数,前世代までの合計
0,2nd, 10 seconds,1,0
1,4th, 23 seconds,1,1
2,5th, 28 seconds,1,2
3,9th, 53 seconds,1,3
4,12th, 1 minutes 11 seconds,1,4
5,17th, 1 minutes 48 seconds,2,5
6,22nd, 2 minutes 28 seconds,2,7
7,23rd, 2 minutes 36 seconds,1,9
8,24th, 2 minutes 44 seconds,1,10
9,33rd, 15 minutes 58 seconds,1,11
10,37th, 16 minutes 32 seconds,1,12
11,40th, 16 minutes 57 seconds,2,13
12,41st, 17 minutes 5 seconds,3,15
13,42nd, 17 minutes 14 seconds,3,18
14,45th, 20 minutes 39 seconds,3,21
15,46th, 20 minutes 46 seconds,2,24
16,48th, 24 minutes 1 seconds,1,26
17,50th, 24 minutes 17 seconds,3,27
18,58th, 25 minutes 31 seconds,1,30
19,60th, 25 minutes 51 seconds,3,31
20,61st, 26 minutes 1 seconds,2,34
21,75th, 37 minutes 21 seconds,1,36
22,76th, 43 minutes 34 seconds,1,37
23,78th, 47 minutes 0 seconds,1,38
24,82nd, 56 minutes 51 seconds,1,39
25,85th, 1 hours 3 minutes 26 seconds,1,40
26,114th, 1 hours 33 minutes 29 seconds,1,41
27,119th, 1 hours 34 minutes 42 seconds,1,42
28,124th, 1 hours 36 minutes 1 seconds,1,43
29,125th, 1 hours 36 minutes 16 seconds,1,44
30,127th, 1 hours 36 minutes 48 seconds,1,45
31,128th, 1 hours 37 minutes 4 seconds,1,46
32,140th, 1 hours 40 minutes 17 seconds,1,47
33,148th, 1 hours 42 minutes 29 seconds,2,48
34,164th, 1 hours 49 minutes 53 seconds,3,50
35,165th, 1 hours 59 minutes 10 seconds,2,53
36,166th, 1 hours 59 minutes 27 seconds,5,55
37,173rd, 2 hours 1 minutes 29 seconds,1,60
38,174th, 2 hours 1 minutes 47 seconds,1,61
39,185th, 2 hours 5 minutes 0 seconds,2,62
40,186th, 2 hours 5 minutes 18 seconds,1,64
41,187th, 2 hours 5 minutes 36 seconds,3,65
42,188th, 2 hours 5 minutes 53 seconds,1,68
43,189th, 2 hours 6 minutes 10 seconds,2,69
44,190th, 2 hours 6 minutes 27 seconds,5,71
45,191st, 2 hours 6 minutes 45 seconds,1,76
46,192nd, 2 hours 7 minutes 2 seconds,1,77
47,193rd, 2 hours 7 minutes 21 seconds,1,78
48,194th, 2 hours 7 minutes 38 seconds,1,79
49,195th, 2 hours 7 minutes 57 seconds,2,80
50,199th, 2 hours 9 minutes 9 seconds,1,82
51,200th, 2 hours 9 minutes 26 seconds,1,83
52,202nd, 2 hours 10 minutes 2 seconds,1,84
53,204th, 2 hours 10 minutes 40 seconds,2,85
54,205th, 2 hours 10 minutes 59 seconds,2,87
55,206th, 2 hours 11 minutes 18 seconds,1,89
56,210th, 2 hours 12 minutes 38 seconds,1,90
57,216th, 2 hours 14 minutes 39 seconds,2,91
58,220th, 2 hours 16 minutes 0 seconds,1,93
59,224th, 2 hours 17 minutes 23 seconds,1,94
60,236th, 2 hours 21 minutes 34 seconds,1,95
61,239th, 2 hours 25 minutes 37 seconds,1,96
62,240th, 2 hours 26 minutes 0 seconds,1,97
63,242nd, 2 hours 26 minutes 46 seconds,1,98
64,245th, 2 hours 27 minutes 42 seconds,1,99
