,世代,時間,出力数,前世代までの合計
0,2nd, 6 minutes 34 seconds,1,0
1,14th, 4 hours 49 minutes 18 seconds,1,1
2,16th, 6 hours 20 minutes 56 seconds,1,2
3,21st, 9 hours 43 minutes 42 seconds,1,3
4,25th, 12 hours 40 minutes 58 seconds,1,4
5,26th, 13 hours 22 minutes 51 seconds,1,5
6,28th, 14 hours 37 minutes 40 seconds,4,6
7,34th, 19 hours 9 minutes 36 seconds,1,10
8,36th, 20 hours 38 minutes 56 seconds,2,11
9,37th, 21 hours 30 minutes 33 seconds,2,13
10,39th, 22 hours 54 minutes 24 seconds,2,15
11,40th, 23 hours 35 minutes 5 seconds,1,17
