,世代,時間,出力数,前世代までの合計
0,2nd, 8 minutes 11 seconds,1,0
1,3rd, 31 minutes 43 seconds,2,1
2,6th, 1 hours 37 minutes 34 seconds,1,3
3,7th, 2 hours 2 minutes 9 seconds,1,4
4,8th, 2 hours 29 minutes 55 seconds,3,5
5,10th, 3 hours 32 minutes 8 seconds,1,8
6,12th, 4 hours 40 minutes 34 seconds,4,9
7,14th, 6 hours 14 minutes 7 seconds,3,13
8,15th, 6 hours 58 minutes 58 seconds,2,16
9,16th, 7 hours 43 minutes 54 seconds,4,18
10,17th, 8 hours 30 minutes 53 seconds,3,22
11,18th, 9 hours 11 minutes 52 seconds,6,25
12,19th, 9 hours 49 minutes 37 seconds,5,31
13,20th, 10 hours 27 minutes 29 seconds,7,36
14,21st, 11 hours 6 minutes 57 seconds,5,43
15,22nd, 11 hours 54 minutes 5 seconds,1,48
16,23rd, 12 hours 36 minutes 28 seconds,13,49
17,24th, 13 hours 15 minutes 24 seconds,4,62
18,25th, 13 hours 53 minutes 53 seconds,8,66
19,26th, 14 hours 31 minutes 4 seconds,10,74
20,27th, 15 hours 5 minutes 57 seconds,10,84
21,28th, 15 hours 22 minutes 41 seconds,6,94
