,世代,時間,出力数,前世代までの合計
0,4th, 2 hours 16 minutes 29 seconds,1,0
1,6th, 3 hours 51 minutes 51 seconds,1,1
2,7th, 4 hours 49 minutes 9 seconds,1,2
3,8th, 5 hours 58 minutes 15 seconds,1,3
4,9th, 7 hours 13 minutes 30 seconds,1,4
5,10th, 8 hours 29 minutes 4 seconds,2,5
6,12th, 11 hours 1 minutes 36 seconds,1,7
7,13th, 12 hours 28 minutes 45 seconds,1,8
8,15th, 15 hours 20 minutes 20 seconds,1,9
9,16th, 16 hours 48 minutes 5 seconds,1,10
10,17th, 18 hours 31 minutes 44 seconds,1,11
11,18th, 20 hours 10 minutes 15 seconds,4,12
12,19th, 21 hours 53 minutes 5 seconds,2,16
13,20th, 23 hours 26 minutes 53 seconds,3,18
14,21st, 25 hours 6 minutes 17 seconds,1,21
