,世代,時間,出力数,前世代までの合計
0,1st, 10 seconds,1,0
1,5th, 6 minutes 56 seconds,1,1
2,6th, 7 minutes 12 seconds,1,2
3,9th, 7 minutes 54 seconds,1,3
4,11th, 8 minutes 22 seconds,1,4
5,12th, 8 minutes 37 seconds,1,5
6,14th, 9 minutes 3 seconds,1,6
7,15th, 9 minutes 16 seconds,3,7
8,16th, 9 minutes 30 seconds,2,10
9,18th, 10 minutes 2 seconds,1,12
10,21st, 10 minutes 47 seconds,3,13
11,24th, 11 minutes 30 seconds,1,16
12,25th, 14 minutes 45 seconds,1,17
13,26th, 18 minutes 0 seconds,2,18
14,27th, 1 hours 24 minutes 18 seconds,1,20
15,28th, 1 hours 33 minutes 33 seconds,1,21
16,29th, 1 hours 39 minutes 49 seconds,1,22
17,30th, 1 hours 55 minutes 4 seconds,2,23
18,31st, 1 hours 58 minutes 19 seconds,3,25
19,32nd, 1 hours 58 minutes 33 seconds,1,28
20,33rd, 1 hours 58 minutes 49 seconds,2,29
21,36th, 1 hours 59 minutes 36 seconds,1,31
22,43rd, 2 hours 1 minutes 23 seconds,5,32
23,49th, 2 hours 3 minutes 2 seconds,1,37
24,53rd, 2 hours 4 minutes 8 seconds,1,38
25,54th, 2 hours 4 minutes 26 seconds,2,39
26,58th, 2 hours 5 minutes 36 seconds,1,41
27,59th, 2 hours 5 minutes 53 seconds,1,42
28,65th, 2 hours 7 minutes 41 seconds,1,43
29,67th, 2 hours 8 minutes 18 seconds,1,44
30,84th, 2 hours 16 minutes 49 seconds,2,45
31,86th, 2 hours 17 minutes 33 seconds,2,47
32,94th, 2 hours 20 minutes 28 seconds,2,49
33,95th, 2 hours 20 minutes 52 seconds,3,51
34,97th, 2 hours 30 minutes 41 seconds,2,54
35,98th, 2 hours 31 minutes 6 seconds,1,56
36,99th, 2 hours 40 minutes 30 seconds,2,57
37,105th, 2 hours 51 minutes 52 seconds,1,59
38,106th, 2 hours 52 minutes 16 seconds,2,60
39,107th, 2 hours 52 minutes 41 seconds,1,62
40,109th, 2 hours 53 minutes 31 seconds,4,63
41,111th, 2 hours 54 minutes 23 seconds,1,67
42,112th, 2 hours 54 minutes 48 seconds,1,68
43,115th, 2 hours 56 minutes 7 seconds,1,69
44,122nd, 2 hours 59 minutes 18 seconds,1,70
45,123rd, 2 hours 59 minutes 46 seconds,1,71
46,124th, 3 hours 14 seconds,1,72
47,126th, 3 hours 1 minutes 11 seconds,2,73
48,130th, 3 hours 3 minutes 2 seconds,2,75
49,133rd, 3 hours 4 minutes 29 seconds,1,77
50,135th, 3 hours 5 minutes 26 seconds,2,78
51,141st, 3 hours 8 minutes 28 seconds,2,80
52,142nd, 3 hours 9 minutes 2 seconds,2,82
53,143rd, 3 hours 9 minutes 33 seconds,1,84
54,145th, 3 hours 10 minutes 36 seconds,3,85
55,146th, 3 hours 11 minutes 7 seconds,1,88
56,147th, 3 hours 11 minutes 42 seconds,2,89
57,151st, 3 hours 13 minutes 53 seconds,1,91
58,154th, 3 hours 15 minutes 31 seconds,3,92
59,156th, 3 hours 16 minutes 37 seconds,3,95
60,157th, 3 hours 16 minutes 58 seconds,2,98
