,世代,時間,出力数,前世代までの合計
0,1st, 10 seconds,1,0
1,3rd, 25 seconds,3,1
2,4th, 35 seconds,2,4
3,5th, 46 seconds,3,6
4,6th, 59 seconds,5,9
5,7th, 4 minutes 11 seconds,3,14
6,8th, 4 minutes 23 seconds,1,17
7,9th, 4 minutes 37 seconds,5,18
8,10th, 7 minutes 52 seconds,9,23
9,11th, 8 minutes 5 seconds,5,32
10,12th, 8 minutes 18 seconds,4,37
11,13th, 8 minutes 30 seconds,3,41
12,14th, 8 minutes 43 seconds,2,44
13,15th, 8 minutes 56 seconds,1,46
14,16th, 9 minutes 9 seconds,1,47
15,17th, 9 minutes 23 seconds,1,48
16,18th, 9 minutes 36 seconds,3,49
17,20th, 10 minutes 3 seconds,2,52
18,24th, 10 minutes 56 seconds,1,54
19,82nd, 9 hours 29 minutes 0 seconds,3,55
20,83rd, 9 hours 32 minutes 26 seconds,2,58
21,84th, 9 hours 32 minutes 52 seconds,1,60
22,85th, 9 hours 36 minutes 19 seconds,1,61
23,86th, 9 hours 36 minutes 42 seconds,2,62
24,87th, 9 hours 37 minutes 8 seconds,1,64
25,89th, 9 hours 37 minutes 56 seconds,1,65
26,91st, 9 hours 38 minutes 46 seconds,1,66
27,97th, 9 hours 41 minutes 18 seconds,1,67
28,98th, 9 hours 41 minutes 44 seconds,5,68
29,99th, 9 hours 42 minutes 11 seconds,2,73
30,100th, 9 hours 42 minutes 36 seconds,1,75
31,101st, 9 hours 43 minutes 2 seconds,1,76
32,102nd, 9 hours 43 minutes 27 seconds,1,77
33,104th, 9 hours 44 minutes 17 seconds,2,78
34,106th, 9 hours 45 minutes 10 seconds,1,80
35,109th, 9 hours 46 minutes 28 seconds,1,81
36,110th, 9 hours 46 minutes 55 seconds,1,82
37,111th, 9 hours 47 minutes 23 seconds,1,83
38,113th, 9 hours 48 minutes 14 seconds,1,84
39,114th, 9 hours 48 minutes 41 seconds,1,85
40,164th, 10 hours 11 minutes 54 seconds,5,86
41,205th, 10 hours 34 minutes 34 seconds,5,91
42,206th, 10 hours 35 minutes 12 seconds,3,96
43,316th, 11 hours 55 minutes 9 seconds,1,99
