,0,1
0,10,1
1,10,3
2,10,5
3,10,6
4,10,7
5,11,8
6,11,9
7,12,10
8,12,11
9,15,12
10,17,13
11,19,14
12,19,15
13,25,17
14,25,19
15,25,22
16,25,25
17,27,29
18,27,33
19,27,37
20,27,41
21,28,43
22,28,45
23,29,46
24,35,48
25,35,50
26,38,52
27,38,54
28,40,56
29,40,58
30,41,60
31,41,62
32,43,63
33,46,66
34,46,69
35,46,72
36,53,74
37,53,76
38,54,79
39,54,82
40,54,85
41,56,88
42,56,91
43,56,94
44,59,99
45,59,104
46,59,109
47,59,114
48,59,119
49,60,120
50,64,122
51,64,124
52,67,132
53,67,140
54,67,148
55,67,156
56,67,164
57,67,172
58,67,180
59,67,188
60,78,189
61,79,192
62,79,195
63,91,198
64,91,201
65,91,204
66,104,209
67,104,214
68,104,219
69,104,224
70,106,225
71,115,227
72,115,229
73,121,231
74,121,233
75,129,235
76,129,237
77,137,238
78,144,240
79,151,241
80,159,242
81,164,243
82,190,245
83,207,248
84,207,251
85,223,257
86,223,263
87,223,269
88,223,275
89,223,281
90,226,282
91,240,284
92,251,287
93,251,290
94,251,293
95,257,295
96,263,296
97,276,297
98,277,302
99,277,307
100,277,312
101,305,314
102,305,316
103,323,318
104,366,323
105,366,328
106,366,333
107,395,334
108,406,336
109,416,337
110,427,339
111,472,348
112,472,357
113,472,366
114,472,375
115,472,384
116,472,393
117,474,394
118,485,399
119,486,400
120,496,401
121,498,405
122,501,408
123,501,411
124,501,414
125,510,417
126,510,420
127,510,423
128,517,424
129,523,426
130,543,427
131,549,428
132,576,431
133,636,432
134,647,434
135,676,436
136,676,438
137,689,439
138,692,440
139,708,441
140,725,442
141,754,449
142,754,456
143,754,463
144,754,470
145,754,477
146,754,484
147,772,486
148,772,488
149,784,489
150,791,491
151,813,492
152,821,495
153,821,498
154,821,501
155,854,502
156,878,505
157,878,508
158,878,511
159,918,512
160,933,513
161,943,515
162,960,518
163,960,521
164,1021,523
165,1021,525
166,1155,526
167,1258,528
168,1276,533
169,1276,538
170,1276,543
171,1276,548
172,1282,549
173,1294,553
174,1294,557
175,1311,559
176,1329,560
177,1348,565
178,1348,570
179,1545,572
180,1545,574
181,1761,578
182,1761,582
183,1866,583
184,1880,585
185,1880,587
186,2029,589
187,2029,591
188,2176,592
189,2223,594
190,2223,596
191,2300,600
192,2328,602
193,2328,604
194,2465,607
195,2610,612
196,2662,613
197,2677,614
198,2897,615
199,3794,616
200,7099,619
201,7113,620
202,7129,622
203,7205,623
204,8358,624
205,8593,625
206,21121,628
