,世代,時間,出力数,前世代までの合計
0,5th, 33 minutes 20 seconds,1,0
1,6th, 33 minutes 25 seconds,1,1
2,7th, 33 minutes 30 seconds,1,2
3,8th, 33 minutes 35 seconds,1,3
4,9th, 33 minutes 43 seconds,2,4
5,13th, 1 hours 7 minutes 13 seconds,1,6
6,74th, 10 hours 44 minutes 35 seconds,1,7
7,96th, 14 hours 7 minutes 21 seconds,1,8
8,101st, 15 hours 59 minutes 36 seconds,1,9
9,108th, 16 hours 1 minutes 19 seconds,1,10
10,111th, 16 hours 35 minutes 2 seconds,2,11
11,124th, 17 hours 11 minutes 24 seconds,1,13
12,130th, 17 hours 12 minutes 55 seconds,1,14
13,154th, 18 hours 57 minutes 54 seconds,1,15
14,169th, 19 hours 1 minutes 8 seconds,1,16
15,170th, 19 hours 1 minutes 22 seconds,1,17
16,208th, 20 hours 49 minutes 8 seconds,1,18
17,223rd, 23 hours 37 minutes 51 seconds,1,19
18,225th, 23 hours 38 minutes 23 seconds,1,20
19,228th, 23 hours 39 minutes 6 seconds,1,21
