,世代,時間,出力数,前世代までの合計
0,10th, 1 hours 6 minutes 51 seconds,1,0
1,28th, 3 hours 42 minutes 18 seconds,1,1
2,66th, 11 hours 1 minutes 3 seconds,1,2
3,80th, 13 hours 15 minutes 35 seconds,1,3
4,86th, 13 hours 49 minutes 51 seconds,1,4
5,100th, 16 hours 37 minutes 55 seconds,1,5
6,104th, 17 hours 11 minutes 48 seconds,1,6
7,108th, 17 hours 45 minutes 39 seconds,1,7
8,145th, 21 hours 12 minutes 6 seconds,1,8
9,159th, 21 hours 48 minutes 20 seconds,1,9
10,160th, 21 hours 48 minutes 33 seconds,1,10
11,176th, 22 hours 58 minutes 49 seconds,1,11
