,世代,時間,出力数,前世代までの合計
0,12th, 2 hours 13 minutes 2 seconds,1,0
1,41st, 6 hours 53 minutes 17 seconds,1,1
2,82nd, 9 hours 59 minutes 17 seconds,1,2
3,85th, 11 hours 6 minutes 1 seconds,1,3
4,107th, 14 hours 35 minutes 35 seconds,1,4
5,111th, 14 hours 36 minutes 33 seconds,1,5
6,148th, 16 hours 57 minutes 51 seconds,1,6
7,149th, 16 hours 58 minutes 6 seconds,1,7
8,150th, 16 hours 58 minutes 22 seconds,1,8
9,152nd, 16 hours 58 minutes 54 seconds,1,9
10,153rd, 16 hours 59 minutes 10 seconds,1,10
11,164th, 18 hours 8 minutes 4 seconds,1,11
12,194th, 23 hours 13 minutes 12 seconds,1,12
13,213th, 23 hours 18 minutes 14 seconds,1,13
