,0,1
0,8,1
1,16,2
2,24,3
3,27,4
4,46,5
5,75,6
6,91,7
7,97,8
8,131,9
9,222,10
10,227,11
11,239,12
12,256,14
13,262,15
14,273,16
15,280,18
16,307,19
17,316,21
18,324,22
19,341,23
20,375,25
21,389,26
22,392,27
23,393,29
24,426,30
25,444,31
26,444,32
27,502,33
28,599,34
29,795,35
30,796,36
31,797,37
32,817,38
33,821,39
34,833,40
35,851,41
36,866,42
37,871,44
38,989,45
39,1201,46
40,1219,48
41,1400,49
42,1405,51
43,1457,53
44,1457,54
45,1534,55
46,1597,56
47,1654,57
48,1671,58
49,1697,60
50,1813,61
51,2042,62
52,2055,63
53,2094,64
54,2106,65
55,2155,67
56,2171,68
57,2285,69
58,2313,71
59,2375,72
60,2460,73
61,2544,74
62,2747,75
63,2771,76
64,3025,77
65,3118,78
66,3159,80
67,3239,81
68,3453,82
69,3484,84
70,3487,85
71,3514,86
72,3523,87
73,3543,88
74,3617,89
75,3700,90
76,3764,91
77,3821,92
78,3841,93
79,3860,94
80,3912,95
81,4094,96
82,4109,97
83,4203,99
84,4222,102
85,4279,103
86,4363,104
87,4391,107
88,4556,111
89,4608,112
90,4622,113
91,4680,114
92,4742,115
93,4742,116
94,4757,118
95,4784,119
96,4837,120
97,4850,121
98,5047,123
99,5108,124
100,5167,125
101,5185,126
102,5382,127
103,5574,129
104,5597,130
105,5695,131
106,5795,133
107,5803,134
108,5822,135
109,6019,136
110,6137,137
111,6180,138
112,6198,139
113,6210,140
114,6233,141
115,6544,143
116,6563,145
117,6569,146
118,6617,149
119,6657,150
120,6758,151
121,6793,152
122,6810,153
123,6938,156
124,6953,157
125,6973,158
126,7143,159
127,7249,160
128,7271,161
129,7332,162
130,7349,163
131,7470,164
132,7479,166
133,7510,168
134,7530,169
135,7581,170
136,7671,171
137,7954,172
138,8069,177
139,8286,178
140,8289,180
141,8805,181
142,9005,182
143,9236,183
144,9457,184
145,9978,185
146,10356,186
147,10378,187
148,10384,188
149,10417,189
150,10477,190
151,10602,191
152,10846,193
153,10855,195
154,10906,196
155,10954,197
156,11057,199
157,11236,200
158,11298,202
159,11404,204
160,11920,205
161,12313,207
162,12314,209
163,12322,210
164,12352,211
165,12747,212
166,12912,213
167,12958,214
168,13075,216
169,13096,217
170,13292,218
171,13403,219
172,13429,220
173,13485,221
174,13497,222
175,13602,224
176,13855,225
177,13920,226
178,14174,227
179,14218,228
180,14275,229
181,14312,230
182,14520,231
183,14642,232
184,14838,234
185,14839,235
186,14861,236
187,14974,237
188,15041,239
189,15063,240
190,15102,243
191,15310,245
192,15440,246
193,15615,247
194,15832,249
195,15848,250
196,15879,251
197,16024,254
