,世代,時間,出力数,前世代までの合計
0,16th, 1 hours 37 minutes 2 seconds,1,0
1,17th, 1 hours 40 minutes 19 seconds,1,1
2,20th, 2 hours 5 minutes 10 seconds,2,2
3,21st, 2 hours 14 minutes 29 seconds,5,4
4,23rd, 2 hours 30 minutes 5 seconds,1,9
5,26th, 2 hours 33 minutes 56 seconds,1,10
6,29th, 3 hours 1 minutes 46 seconds,1,11
7,33rd, 3 hours 35 minutes 58 seconds,1,12
8,38th, 3 hours 43 minutes 23 seconds,1,13
9,43rd, 3 hours 50 minutes 55 seconds,1,14
10,48th, 3 hours 58 minutes 32 seconds,1,15
11,54th, 4 hours 27 minutes 38 seconds,1,16
12,55th, 4 hours 28 minutes 0 seconds,2,17
13,56th, 4 hours 28 minutes 19 seconds,6,19
14,57th, 4 hours 34 minutes 38 seconds,1,25
15,63rd, 5 hours 15 minutes 35 seconds,1,26
16,64th, 5 hours 15 minutes 54 seconds,2,27
17,65th, 5 hours 16 minutes 15 seconds,1,29
18,67th, 5 hours 16 minutes 57 seconds,1,30
19,70th, 5 hours 21 minutes 4 seconds,1,31
20,72nd, 5 hours 21 minutes 45 seconds,1,32
21,77th, 5 hours 38 minutes 27 seconds,1,33
22,78th, 5 hours 38 minutes 47 seconds,1,34
23,81st, 6 hours 12 minutes 47 seconds,1,35
24,86th, 6 hours 53 minutes 29 seconds,2,36
25,87th, 6 hours 53 minutes 47 seconds,1,38
26,88th, 6 hours 54 minutes 6 seconds,1,39
27,90th, 7 hours 41 seconds,1,40
28,91st, 7 hours 1 minutes 0 seconds,1,41
29,93rd, 7 hours 10 minutes 36 seconds,1,42
30,96th, 7 hours 26 minutes 27 seconds,1,43
31,102nd, 8 hours 28 minutes 4 seconds,1,44
32,104th, 8 hours 37 minutes 36 seconds,1,45
33,105th, 8 hours 40 minutes 52 seconds,1,46
34,113th, 9 hours 24 minutes 53 seconds,2,47
35,114th, 9 hours 25 minutes 9 seconds,1,49
36,115th, 9 hours 28 minutes 25 seconds,1,50
37,116th, 9 hours 31 minutes 42 seconds,1,51
38,117th, 9 hours 31 minutes 57 seconds,1,52
39,130th, 12 hours 17 minutes 18 seconds,1,53
40,132nd, 12 hours 20 minutes 49 seconds,1,54
41,133rd, 12 hours 21 minutes 4 seconds,1,55
42,134th, 12 hours 24 minutes 22 seconds,2,56
43,135th, 12 hours 27 minutes 36 seconds,1,58
44,136th, 12 hours 27 minutes 53 seconds,1,59
45,137th, 12 hours 31 minutes 9 seconds,1,60
46,139th, 12 hours 34 minutes 42 seconds,1,61
47,162nd, 13 hours 14 minutes 2 seconds,1,62
48,165th, 14 hours 2 minutes 44 seconds,1,63
49,167th, 14 hours 12 minutes 14 seconds,1,64
50,169th, 14 hours 27 minutes 45 seconds,1,65
51,170th, 14 hours 40 minutes 1 seconds,1,66
52,172nd, 14 hours 49 minutes 32 seconds,1,67
53,174th, 15 hours 26 minutes 2 seconds,1,68
54,175th, 15 hours 26 minutes 19 seconds,1,69
55,179th, 15 hours 39 minutes 21 seconds,1,70
56,180th, 15 hours 39 minutes 36 seconds,1,71
57,181st, 15 hours 48 minutes 52 seconds,2,72
58,183rd, 15 hours 52 minutes 26 seconds,1,74
59,186th, 16 hours 2 minutes 16 seconds,1,75
60,191st, 16 hours 39 minutes 39 seconds,1,76
61,198th, 17 hours 2 minutes 32 seconds,1,77
62,201st, 17 hours 12 minutes 20 seconds,1,78
63,214th, 17 hours 57 minutes 49 seconds,1,79
64,220th, 18 hours 2 minutes 28 seconds,1,80
65,249th, 19 hours 10 minutes 49 seconds,1,81
66,251st, 19 hours 32 minutes 27 seconds,1,82
67,252nd, 20 hours 2 minutes 45 seconds,1,83
68,254th, 20 hours 3 minutes 23 seconds,1,84
69,267th, 20 hours 34 minutes 39 seconds,1,85
70,273rd, 21 hours 57 minutes 42 seconds,2,86
71,277th, 22 hours 29 minutes 9 seconds,1,88
72,280th, 22 hours 54 minutes 12 seconds,2,89
73,282nd, 23 hours 24 minutes 55 seconds,1,91
